name	category	subtype	designation	status	ownership	governance	partner_agencies	coordination	description	location	acres	counties	municipality	township	gps_lat	gps_lon	plus_code	features	notes	url_primary	urls	parent_site_id	created_at	updated_at
Pontiac Metro Park	Park	Waterfront Park		Active	City of Defiance, Ohio (ownership unconfirmed — see notes)	City of Defiance, Parks & Recreation Department			A scenic riverside park with views of the Maumee and Auglaize rivers confluence, featuring in-town river access with a boat ramp. The park marks the site of the Old French Indian Apple Tree and the possible birthplace of Ottawa Chief Pontiac (1712). Features the Zonta Fountain, swings overlooking the rivers, a gazebo, and a monument to 2006 Indianapolis 500 champion Sam Hornish Jr. Hosts annual fireworks, car shows, boat shows, and war re-enactments.	315 East River Road, Defiance, OH 43512; at the confluence of the Maumee and Auglaize Rivers		Defiance	Noble	Noble	41.2892403	-84.3574256	86HQ7JQV+M2	Boat Ramp;Parking Lot;Pavilion;Picnic Area;Hiking Trail;Fountain;Historic Marker;Monument;Gazebo	VERIFY_GOVERNANCE: City website states park is 'not a City-owned Park but lies within the City boundaries'; managed by City Parks & Rec per contact email cfeeney@cityofdefiance.gov. Ownership may be county or state — unresolved. DEF-F-02 RESOLVED: 'Metro Park' is a local name, NOT a metropark district affiliation. NCT/Buckeye Trail routes through this park. Adjacent to Fort Grounds (320 Fort St).	https://cityofdefiance.com/Facilities/Facility/Details/Pontiac-Metro-Park-9	https://visitdefianceohio.com/business-directory/pontiac-metro-park/;https://www.midwestguest.com/2015/03/pontiac-metro-park-in-defiance-ohio-chief-pontiacs-birthplace.html		2026-04-21T02:09:13Z	2026-04-21T02:09:13Z
William C. Holgate Park	Park	Neighborhood Park		Active	City of Defiance, Ohio	City of Defiance, Parks & Recreation Department			A neighborhood park in Defiance's historic district, formerly the site of the Second Ward School until the 1940s. Named William C. Holgate Park in memory of one of Defiance's most prominent early citizens (1994 designation). Features a Victorian gazebo and tree walk built by the Holgate Avenue Association in 1997. Received new playground equipment, new landscaping, renovated basketball court, and a new shelter house in Spring 2019.	811 Holgate Avenue, Defiance, OH 43512; Holgate Avenue historic district		Defiance	Defiance	Defiance	41.2833452	-84.3732499	86HQ7JMG+8P	Playground;Basketball Court;Pavilion;Gazebo	Commonly 'Holgate Park.' Formerly site of Second Ward School (demolished 1940s). Named 1994. Victorian Gazebo + tree walk built by Holgate Avenue Association 1997. Renovated Spring 2019.	https://cityofdefiance.com/Facilities/Facility/Details/Holgate-Park-6	https://cityofdefiance.com/215/Holgate-Park;https://visitdefianceohio.com/business-directory/holgate-park/;https://www.hmdb.org/m.asp?m=173030		2026-04-21T02:09:13Z	2026-04-21T02:09:13Z
Hometown Heroes Park	Memorial	Veterans Memorial		Active	City of Defiance, Ohio	City of Defiance, Parks & Recreation Department	AMVETS Post 1991	AMVETS Post 1991 (419-784-2356; 1795 Spruce Street, Defiance, OH)	A memorial park established September 2013 as a lasting tribute to active duty men and women service members currently serving the country. Features recognition boards displaying the names of active duty personnel and flags honoring military service. A collaborative community effort coordinated with AMVETS Post 1991.	648 Clinton Street, Defiance, OH 43512		Defiance	Defiance	Defiance	41.282721	-84.36492	86HQ7JMP+32	Monument	Established September 2013. No standalone Google Maps entity — address geocoded via Nominatim. Primarily a memorial installation (recognition boards + flags) rather than a traditional park.	https://cityofdefiance.com/Facilities/Facility/Details/Hometown-Heroes-Park-7			2026-04-21T02:09:13Z	2026-04-21T02:09:13Z
Triangle Park	Park	Historic Park		Active	City of Defiance, Ohio	City of Defiance, Parks & Recreation Department			A small historic park featuring a clock tower, historically part of the Defiance City Schools property, donated by the Latty and Holgate families in the 1860s. Features trees, flowering vegetation, and open green space.	655 Clinton Street, Defiance, OH 43512		Defiance	Defiance	Defiance	41.2822475	-84.3650681	86HQ7JJM+VX	Historic Structure	Very small park/triangle. Donated by Latty and Holgate families in 1860s. Clock tower is the defining feature. MINIMAL_DATA — acreage not documented.	https://cityofdefiance.com/Facilities/Facility/Details/Triangle-Park-Clock-Tower			2026-04-21T02:09:13Z	2026-04-21T02:09:13Z
Veteran's Memorial Park at Latty's Grove	Memorial	Veterans Memorial		Active	City of Defiance, Ohio	City of Defiance, Parks & Recreation Department			A historic park established as Latty's Grove in 1937 and officially designated Veteran's Memorial Grove in 1947, providing 'a fitting and appropriate background for commemoration of Defiance soldier's sacrifice in all wars.' The site has been visited by military figures including General Wayne (1794), General Winchester, William H. Harrison, and Colonel Richard Johnson. Continues to serve as a gathering place for family reunions and outdoor events.	610 Williams Street, Defiance, OH 43512		Defiance	Defiance	Defiance	41.2794674	-84.3673302	86HQ7JHM+Q3	Ball Diamond;Basketball Court;Tennis Court;Playground;Pavilion;Picnic Area;Parking Lot	Established 1937 as 'Latty's Grove'; designated 'Veteran's Memorial Grove' 1947. Playground updated summer 2014. Two overlapping Google Maps entities at this location: 'Veteran's Memorial Park' and 'Latty Grove Park' (~70m apart). Primary GPS from 'Latty Grove Park' entity (606 Williams St address on Maps).	https://cityofdefiance.com/Facilities/Facility/Details/Veterans-Memorial-Park-at-Lattys-Grove-16	https://visitdefianceohio.com/business-directory/veterans-memorial-park-at-lattys-grove/		2026-04-21T02:09:13Z	2026-04-21T02:09:13Z
Buchman Park on the Glaize	Park	Neighborhood Park		Active	City of Defiance, Ohio	City of Defiance, Parks & Recreation			A City of Defiance neighborhood park on the Auglaize River (Glaize), discovered during T6 map verification pass. Not found in web discovery phase.	314 Auglaize St, Defiance, OH 43512		Defiance	Defiance	Defiance	41.2836971	-84.3563774	86HQ7JMV+FC		MAP_VERIFICATION_FIND. Found during §4.4 Google Maps pass. Confirmed City of Defiance (cityofdefiance.com, (419) 784-2745). MINIMAL_DATA — requires confirmation against city parks list.	https://www.cityofdefiance.com/216/Parks-Recreation			2026-04-21T02:09:13Z	2026-04-21T02:09:13Z
Memory Park	Park	Neighborhood Park		Active	City of Defiance, Ohio	City of Defiance, Parks & Recreation			A small City of Defiance park on 5th Street, described as a 'great green space' in the single Google Maps review. Discovered during T6 map verification pass.	5th St, Defiance, OH 43512		Defiance	Defiance	Defiance	41.2830331	-84.3616312	86HQ7JMQ+68		MAP_VERIFICATION_FIND. Only 1 Google Maps review ('Great green space'). No phone, hours, or website on Maps. MINIMAL_DATA — requires confirmation against city parks list. Possibly a small memorial/pocket park.	https://www.cityofdefiance.com/216/Parks-Recreation			2026-04-21T02:09:13Z	2026-04-21T02:09:13Z
Hicksville Community Park	Park	Sports Park		Active	Village of Hicksville, Ohio	Village of Hicksville, Parks & Recreation Department			The main village park complex in Hicksville, featuring extensive athletic and recreational facilities. A new splash pad opened approximately summer 2024, replacing the aging pool facility (pool closed 2023 while new facility under construction).	598 N Bryan Street, Hicksville, OH 43526		Defiance	Hicksville	Hicksville	41.2966175	-84.7727043	86HQ76WG+JW	Ball Diamond;Basketball Court;Disc Golf Course;Playground;Skate Park;Sledding Hill;Soccer Pitch;Tennis Court;Volleyball Court;Pavilion;Spray Park	Baseline seeds 'Hicksville Community Park and Pool' and 'Rotary Park (Hicksville)' are the SAME entity. 'Rotary Park' is an informal name (contains Rotary Pavilion). Pool closed 2023; splash pad opened ~2024. ADDRESS_DISCREPANCY: admin address 111 S Main St vs GPS at 598 N Bryan St; using GPS address. Reservations: Rotary Pavilion (419) 542-8224.	https://villageofhicksville.com/parks-and-recreation/	https://villageofhicksville.com/park-facilities/;https://hicksvilleohiochamber.org/visit-hicksville/		2026-04-21T02:09:13Z	2026-04-21T02:09:13Z
Froggy Park	Park	Neighborhood Park		Active	Village of Hicksville, Ohio	Village of Hicksville				547 N Main Street, Hicksville, OH 43526		Defiance	Hicksville	Hicksville	41.2970155	-84.7687773	86HQ76WJ+RF		MINIMAL_DATA. Address 547 N Main St from OhioBiz directory. Listed as Area Recreation site by Hicksville Chamber. Distinct from Hicksville Community Park (598 N Bryan St).	https://www.ohiobiz.com/listings/froggy-park	https://hicksvilleohiochamber.org/visit-hicksville/		2026-04-21T02:09:13Z	2026-04-21T02:09:13Z
Hicksville Veterans Memorial	Memorial	Veterans Memorial		Active	Village of Hicksville, Ohio	Village of Hicksville			A community memorial park honoring men and women who have served the United States of America to preserve our rights.	Hicksville, OH 43526 (address not confirmed from authoritative source)		Defiance	Hicksville	Hicksville	41.2943616	-84.7682625	86HQ76VJ+PM		MINIMAL_DATA. VERIFY_ADDRESS — address not confirmed. Distinct from 'First Church of Christ Veterans Memorial' (118 N Main St), which is a church memorial. Village contact: (419) 542-6138.	https://www.facebook.com/HicksvilleVeteransMemorial/			2026-04-21T02:09:13Z	2026-04-21T02:09:13Z
Little Reservation Station Park	Park	Historic Park		Active	Village of Sherwood, Ohio	Village of Sherwood			A park where residents can enjoy peaceful moments in the Northwest Ohio outdoors, paying homage to the railroads that first brought settlers to Sherwood approximately 150 years ago.	Sherwood, OH 43556 (address not confirmed from authoritative source)		Defiance	Delaware	Delaware	41.2896819	-84.5525676	86HQ7CQW+VX		MINIMAL_DATA. Railroad heritage park per village government website (TLS error prevented page fetch; description from search snippet). Address not confirmed. Village of Sherwood: 200 N Harrison St, (419) 899-2145.	http://www.sherwoodohio.villagegovt.org/Default.aspx?tabid=5688			2026-04-21T02:09:13Z	2026-04-21T02:09:13Z
Moats Park	Park	Sports Park		Active	Village of Sherwood, Ohio	Village of Sherwood			A community park and ball field in the Village of Sherwood. Discovered during T6 map verification pass; not found in web discovery phase.	210 Cedar St, Sherwood, OH 43556		Defiance	Delaware	Delaware	41.2827831	-84.5528207	86HQ7CMW+4V	Ball Diamond	MAP_VERIFICATION_FIND (4.1 rating, 37 reviews). 'Sherwood Ball Park' appears as a possible separate Google Maps entity nearby — may be alternate name or second facility; recommend verification.	http://www.sherwoodohio.villagegovt.org/			2026-04-21T02:09:13Z	2026-04-21T02:09:13Z
Ney Park	Park	Neighborhood Park		Active	Village of Ney, Ohio	Village of Ney			The Village of Ney's main community park, providing facilities and programs for local residents and visitors with sports facilities, nature areas, and a playground.	370 W Main St, Ney, OH 43549		Defiance	Washington	Washington	41.3811614	-84.5250569	86HQ9FJF+FX	Playground	MINIMAL_DATA. Google Maps shows entity 'Ney Splash Pad' at 370 W Main St — GPS from this entity. Park may be primarily known for splash pad on Maps. Contact: Sheila Bostater (419-392-5218), Park Reservations (419-658-2578).	https://villageofney.com/parks-and-recreation			2026-04-21T02:09:13Z	2026-04-21T02:09:13Z
Thoreau Wildlife Reserve	Nature Preserve	Private Nature Preserve		Active	Diehl Family Foundation	Diehl Family Foundation	National Audubon Society (Audubon Sanctuary Program)		250-acre wildlife reserve encompassing various ecosystems including wetlands, prairie, hardwood forest, and old growth forest. Launched by the Diehl Family Foundation in 1989 as a land restoration initiative; opened to public in 2020. Located along Haller Road near Nobel Elementary School. Features interpretive signage with quotations from naturalist H.D. Thoreau. An Audubon Sanctuary Program partner supporting nesting bluebirds, wood ducks, and mallard ducks. Visitors enter via gravel lane to parking area. Seasonal restroom facility (March–November) near parking lot; nature center by Walden Pond currently unavailable.	10485 Haller Road, Defiance, OH 43512	250.0	Defiance	Defiance	Defiance	41.28	-84.41	86HQ7HJR+22	Hiking Trail;Wetland;Prairie;Parking Lot;Restrooms;Interpretive Sign	Diehl Family Foundation EIN 47-5650292. Open dawn-dusk since 2020. 4 trails (2 mi total) — trail names not published. Nature center by Walden Pond currently unavailable. Leash required.	https://www.thoreauwildlifereserve.org/	https://www.thoreauwildlifereserve.org/visit;https://visitdefianceohio.com/thoreau/;https://visitdefianceohio.com/business-directory/thoreau-wildlife-reserve-2/		2026-04-21T02:09:13Z	2026-04-21T02:09:13Z
Camp Lakota / Camp Neil Armstrong	Campground	Group Campground		Active	Black Swamp Area Council, Boy Scouts of America	Black Swamp Area Council, BSA			640-acre Boy Scout camp encompassing diverse forested terrain, the 48-acre Lake Glengary, and bordered on the west by the Auglaize River. Established in 1941; considered by many to provide a 'rustic' summer camp experience. Known for the connection to Neil Armstrong, who attended the camp as a boy and later served on staff. Offers Scouts BSA summer programming, weekend camping for packs and troops, advancement training, and outdoor skill development. Located south of the City of Defiance.	2180 Ginter Road, Defiance, OH 43512	640.0	Defiance	Defiance	Defiance	41.25575	-84.370571	86HQ7J4H+8Q	Camping;Lake;Hiking Trail;Watercraft Access	Limited access: restricted to Scouts BSA members and registered groups. BSA website referenced 'Hancock County' in text but address ZIP 43512 and USGS station (USGS-411502084225000 'Camp Lakota Bsa LK NR Defiance OH') confirm Defiance County. Camp Lakota Boy Scout Lake Dam is NID infrastructure — not a separate entity. Neil Armstrong connection noted.	https://www.blackswampbsa.org/camping/camp-lakota/63303	https://www.facebook.com/CampLakotaScoutingAmerica/		2026-04-21T02:09:13Z	2026-04-21T02:09:13Z
Bark & Run Dog Park	Park	Dog Park		Active	Defiance Bark'n Runners (501c3 nonprofit)	Defiance Bark'n Runners			501c3 nonprofit-operated membership dog park comprising two one-acre fenced areas where small and large dogs can be separated for safer play. Not affiliated with the City of Defiance. Funded through memberships and donations. Located on Precision Way across from the Defiance City Reservoir.	11795 Precision Way, Defiance, OH 43512	2.0	Defiance	Defiance	Defiance	41.271459	-84.392019	86HQ7JC5+H5	Dog Park;Pavilion	Membership required (annual June–June); children under 12 not permitted. City website lists under Facilities despite 'not affiliated with city' statement. NOTE: City may own land and lease to nonprofit — verify parcel at 11795 Precision Way (affects tier assignment).	https://www.defiancebarkandrun.com/	https://cityofdefiance.com/Facilities/Facility/Details/Bark-Run-Dog-Park-1;https://www.facebook.com/barknrun/		2026-04-21T02:09:13Z	2026-04-21T02:09:13Z
