name	category	subtype	designation	status	ownership	governance	partner_agencies	coordination	description	location	acres	counties	municipality	township	gps_lat	gps_lon	plus_code	features	notes	url_primary	urls	parent_site_id	created_at	updated_at
Four Seasons Park	Park	Neighborhood Park		Active	Village of Kalida	Village of Kalida			Flagship 70-acre village park featuring a two-acre lake with surrounding walking path, multiple shelter houses, and diverse recreational amenities, under development since 2009.	North side of Kalida, between SR 115 and SR 114, Kalida, OH		Putnam	Kalida	Union	40.9911318	-84.207144	86GQXQRV+F4	Ball Diamond; Hiking Trail; Pavilion; Playground; Pond	GPS from Google Maps map verification pass (IMP-031). Source lists '70 acres' without specific acreage figure — acres field left null.	https://kalidaparks.com			2026-05-09T13:54:12Z	2026-05-09T13:54:12Z
Pandora Park	Park	Neighborhood Park		Active	Village of Pandora	Village of Pandora				303 W Washington St, Pandora, OH		Putnam	Pandora	Riley	40.9493331	-83.9644403	86GRW2XP+P6	Ball Diamond; Basketball Court; Bridge; Pavilion; Playground; Shuffleboard Court; Tennis Court; Wetland	GPS from Google Maps map verification pass (IMP-031). 'Enclosed castle playground' is named play equipment — normalized to generic Playground (IMP-051).	https://villageofpandora.com			2026-05-09T13:54:12Z	2026-05-09T13:54:12Z
Fort Jennings Park	Park	Neighborhood Park		Active	Village of Fort Jennings	Village of Fort Jennings			19-acre park bordering the Auglaize River; serves as a paddler take-out point with primitive camping and fishing access.	Fort Jennings, OH (Auglaize River border; no street address documented)		Putnam	Fort Jennings	Jennings	40.9023506	-84.2947787	86GQWP24+W3	Basketball Court; Camping; Fishing Area; Parking Lot; Playground; Restrooms; Tennis Court; Watercraft Access	Also known as Fort Jennings Community Park (paddling sources). GPS from Google Maps map verification pass (IMP-031). No street address found in authoritative sources.	https://fjfortfest.com			2026-05-09T13:54:12Z	2026-05-09T13:54:12Z
Ottoville Community Park	Park	Neighborhood Park		Active	Village of Ottoville	Village of Ottoville				287 Church St, Ottoville, OH 45876		Putnam	Ottoville	Monterey	40.9343759	-84.3418784	86GQWMM5+Q6	Playground	T6 DEFECT — missed in original T6 discovery pass; staged during map verification pass (IMP-031). Google Maps: 4.8★ (19 reviews). Features from Google Maps review — low confidence.				2026-05-09T13:54:12Z	2026-05-09T13:54:12Z
Glandorf Community Park	Park	Neighborhood Park		Active	Village of Glandorf	Village of Glandorf			Community park featuring Dragon Towers climbing structure, swings, and walking path.	203 N Main St, Glandorf, OH 45848		Putnam	Glandorf	Ottawa	41.0328993	-84.0792131	86HQ2WMC+58	Climbing Structure; Hiking Trail; Playground; Swing Set	T6 DEFECT — missed in original T6 discovery pass; staged during map verification pass (IMP-031). PUT-F-10 RESOLVED: Glandorf Bicentennial Park (500 Rohe Rd, flagged as PENDING) confirmed to be this park; 500 Rohe Rd address was incorrect. glandorfpark.org confirms Dragon Towers + walking path at 203 N Main St. Google Maps: 4.7★ (122 reviews). Deters Park (also on glandorfpark.org) = future/planned — not staged.	https://www.glandorfpark.org			2026-05-09T13:54:12Z	2026-05-09T13:54:12Z
Saint Barbara's Catholic Church Cemetery	Cemetery	Church Cemetery		Active	Saint Barbara Catholic Parish	Saint Barbara Catholic Parish, Cloverdale, Ohio			Catholic parish cemetery associated with Saint Barbara Catholic Church, Cloverdale, Ohio.	Cloverdale, OH		Putnam	Cloverdale	Greensburg	41.018	-84.205	86HQ2Q9W+62		IMP-099 church cemetery. Subtype inferred per §7.4 Cemetery rule 3: governance references Saint Barbara Catholic Parish (church denomination).				2026-05-09T13:54:12Z	2026-05-09T13:54:12Z
Saint Anthony Cemetery	Cemetery	Church Cemetery		Active	Saint Anthony Catholic Parish	Saint Anthony Catholic Parish, Columbus Grove, Ohio			Catholic parish cemetery associated with Saint Anthony Catholic Church, Columbus Grove, Ohio.	Columbus Grove, OH		Putnam	Columbus Grove	Pleasant	40.917	-84.055	86GQWW8V+RX		IMP-099 church cemetery.				2026-05-09T13:54:12Z	2026-05-09T13:54:12Z
Saint John the Baptist Catholic Church Cemetery	Cemetery	Church Cemetery		Active	Saint John the Baptist Catholic Parish	Saint John the Baptist Catholic Parish, Glandorf, Ohio			Catholic parish cemetery of Saint John the Baptist Church, Glandorf, Ohio — one of the largest Catholic parishes in NW Ohio, serving the historic German-Catholic community.	Glandorf, OH		Putnam	Glandorf	Ottawa	41.033	-84.079	86HQ2WMC+6C		IMP-099 church cemetery. Historic German-Catholic community parish noted in source.				2026-05-09T13:54:12Z	2026-05-09T13:54:12Z
Saint John's Pioneer Cemetery	Cemetery	Church Cemetery		Active	Saint John the Baptist Catholic Parish	Saint John the Baptist Catholic Parish, Glandorf, Ohio			Pioneer-era Catholic cemetery documenting early German Catholic settlement in Putnam County. Separate from the main Saint John the Baptist Parish cemetery.	Glandorf, OH		Putnam	Glandorf	Ottawa	41.031	-84.077	86HQ2WJF+C6		IMP-099 church cemetery. Pioneer/historic cemetery distinct from main parish cemetery (PUT-S-018).				2026-05-09T13:54:12Z	2026-05-09T13:54:12Z
Saint Michael Cemetery	Cemetery	Church Cemetery		Active	Saint Michael Catholic Parish	Saint Michael Catholic Parish, Kalida, Ohio			Catholic parish cemetery associated with Saint Michael Catholic Church, Kalida, Ohio.	Kalida, OH		Putnam	Kalida	Union	40.991	-84.207	86GQXQRV+96		IMP-099 church cemetery.				2026-05-09T13:54:12Z	2026-05-09T13:54:12Z
Saint Mary's Catholic Cemetery	Cemetery	Church Cemetery		Active	Saint Mary Catholic Parish, Leipsic	Saint Mary Catholic Parish, Leipsic, Ohio			Catholic parish cemetery associated with Saint Mary Catholic Church, Leipsic, Ohio.	Leipsic, OH		Putnam	Leipsic	Riley	40.959	-83.983	86GRX258+JQ		IMP-099 church cemetery. Distinct from PUT-S-027 (Saint Mary's Catholic Cemetery, Ottoville).				2026-05-09T13:54:12Z	2026-05-09T13:54:12Z
Saint Nicholas Cemetery	Cemetery	Church Cemetery		Active	Saint Nicholas Catholic Parish	Saint Nicholas Catholic Parish, Miller City, Ohio			Catholic parish cemetery associated with Saint Nicholas Catholic Church, Miller City, Ohio.	Miller City, OH		Putnam	Miller City	Sugar Creek	40.888	-84.135	86GQVVQ7+6X		IMP-099 church cemetery.				2026-05-09T13:54:12Z	2026-05-09T13:54:12Z
Holy Family Church Cemetery	Cemetery	Church Cemetery		Active	Holy Family Catholic Parish	Holy Family Catholic Parish, New Cleveland, Ohio			Catholic parish cemetery associated with Holy Family Catholic Church, New Cleveland, Ohio.	New Cleveland, OH		Putnam	New Cleveland	Perry	41.063	-84.283	86HQ3P78+5Q		IMP-099 church cemetery.				2026-05-09T13:54:12Z	2026-05-09T13:54:12Z
Methodist Episcopal Church Cemetery	Cemetery	Church Cemetery		Active	Methodist congregation, North Creek, Ohio	Methodist congregation, North Creek, Putnam County, Ohio			Methodist Episcopal church cemetery in the North Creek community, Putnam County.	North Creek, Putnam County, OH		Putnam	Union	Union Township	40.947	-84.133	86GQWVW8+RR		IMP-099 church cemetery. Non-Catholic; Methodist congregation. Exact current governance not confirmed — congregation name from discovery sources only.				2026-05-09T13:54:12Z	2026-05-09T13:54:12Z
Saint Joseph Catholic Cemetery	Cemetery	Church Cemetery		Active	Saint Joseph Catholic Parish, North Creek	Saint Joseph Catholic Parish, North Creek, Putnam County, Ohio			Catholic parish cemetery associated with Saint Joseph Catholic Church, North Creek community, Putnam County.	North Creek, Putnam County, OH		Putnam	Union	Union Township	40.946	-84.134	86GQWVW8+99		IMP-099 church cemetery. Distinct from PUT-S-028 (Saint Joseph Cemetery, Fort Jennings). Both share 'Saint Joseph' base name — location differentiates.				2026-05-09T13:54:12Z	2026-05-09T13:54:12Z
Saints Peter and Paul Cemetery	Cemetery	Church Cemetery		Active	Saints Peter and Paul Catholic Parish	Saints Peter and Paul Catholic Parish, Ottawa, Ohio			Catholic parish cemetery associated with Saints Peter and Paul Catholic Church, Ottawa, Ohio.	Ottawa, OH		Putnam	Ottawa	Ottawa	41.017	-84.043	86HQ2X84+QQ		IMP-099 church cemetery.				2026-05-09T13:54:12Z	2026-05-09T13:54:12Z
Saint Mary's Catholic Cemetery	Cemetery	Church Cemetery		Active	Immaculate Conception Catholic Parish, Ottoville	Immaculate Conception Catholic Parish (also referenced as St. Mary Parish), Ottoville, Ohio			Catholic parish cemetery associated with Immaculate Conception Catholic Church (also known as St. Mary's), Ottoville, Ohio.	Ottoville, OH		Putnam	Ottoville	Monterey	40.934	-84.342	86GQWMM5+H6		IMP-099 church cemetery. Governance ambiguity: 'Immaculate Conception Catholic Parish' and 'St. Mary Parish' are used interchangeably in sources for the Ottoville church. Distinct from PUT-S-021 (Leipsic).				2026-05-09T13:54:12Z	2026-05-09T13:54:12Z
Saint Joseph Cemetery	Cemetery	Church Cemetery		Active	Saint Joseph Catholic Parish, Fort Jennings	Saint Joseph Catholic Parish, Fort Jennings, Ohio			Catholic parish cemetery associated with Saint Joseph Catholic Church, Fort Jennings, Ohio.	Fort Jennings, OH		Putnam	Fort Jennings	Jennings	40.902	-84.295	86GQWP23+QX		IMP-099 church cemetery. Distinct from PUT-S-025 (North Creek).				2026-05-09T13:54:12Z	2026-05-09T13:54:12Z
Mount Calvary Cemetery	Cemetery	Church Cemetery		Active	Catholic Parish, Fort Jennings, Ohio	Catholic congregation, Fort Jennings, Putnam County, Ohio			Catholic cemetery in Fort Jennings, Putnam County.	Fort Jennings, OH		Putnam	Fort Jennings	Jennings	40.902	-84.297	86GQWP23+Q6		IMP-099 church cemetery. Specific parish name not confirmed in authoritative sources; governance recorded as 'Catholic congregation, Fort Jennings'.				2026-05-09T13:54:12Z	2026-05-09T13:54:12Z
