name	category	subtype	designation	status	ownership	governance	partner_agencies	coordination	description	location	acres	counties	municipality	township	gps_lat	gps_lon	plus_code	features	notes	url_primary	urls	parent_site_id	created_at	updated_at
Franklin & Phillip Rosa Wildlife Preserve	Conservation Area			Active	State of Ohio	Sandusky County Park District			Located at the mouth of Muddy Creek this wetland area is used for programming purposes only.	3861 County Road 184, Fremont, OH 43420		Sandusky	Ballville	Ballville	41.275267	-83.091085	86HR7WG5+4H		"Program use only; not open to general public. Baseline used ""Rose"" but SCPD website uses ""Rosa"" — name_raw uses official website spelling. Wetland at Muddy Creek mouth."	https://www.lovemyparks.com/parks/franklin-and-phillip-rosa-wildlife-preserve			2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
Green Creek Township & Reserve	Conservation Area			Active	State of Ohio	Sandusky County Park District	US Fish and Wildlife Service; Ohio Division of Wildlife (restoration partners)		Acquired October 2005. Partnered with US Fish and Wildlife Service and Ohio Division of Wildlife to restore the farmland back to a grassland habitat. 72 acres planted with native grasses and wildflowers.	Off County Road 195 south of Clyde, Sandusky County	72	Sandusky	Green Creek	Green Creek	41.2727011	-83.0083963	86HR7XFR+3J	Prairie	"Closed to public; program use only. Baseline called this ""Green Creek Township Property."" Official SCPD name is ""Green Creek Township & Reserve."" 90 ac total; 72 ac native grasses/wildflowers."	https://www.lovemyparks.com/parks/green-creek-township-reserve			2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
Muddy Creek Reserve	Conservation Area			Active	State of Ohio	Sandusky County Park District			Acquired June 2010. Wetland and wet woods habitat, as well as a portion of Muddy Creek near the mouth of Muddy Creek Bay.	Rice Township, off CR 157, Fremont, OH 43420		Sandusky	Salem	Salem	41.4572304	-83.0912877	86HRFW45+VF	Marsh	Program use only. Distinct entity from Muddy Creek Preserve (Western Wildlife Corridor/Black Swamp Conservancy — Tier 7). 80 ac per SCPD and baseline.	https://www.lovemyparks.com/parks/muddy-creek-reserve			2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
Mull Covered Bridge	Historic Site	Historic Structure	National Register of Historic Places (NRHP)	Active	State of Ohio	Sandusky County Park District	Sandusky County Commissioners; Sandusky County Engineers Office (joint operation)		"Listed on the National Register of Historic Places this ""town lattice"" truss type bridge is one of the last remaining covered bridges in Northwest Ohio. Built 1851 by the Henry Mull family; originally for trade access to the Mull Mill. Closed to vehicle traffic 1962 when road was diverted. 2016 renovation completed."	1515 County Road 9, Fremont, OH 43420		Sandusky	Ballville	Ballville	41.260855	-83.184516	86HR7R68+85	Historic Bridge	NRHP-listed. Bridge ID 35-72-01 per baseline. Jointly operated by SCPD, Sandusky County Commissioners, and Sandusky County Engineers. Open for pedestrian use.	https://www.lovemyparks.com/parks/mull-covered-bridge			2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
Redhorse Bend	Conservation Area		State Scenic River	Active	State of Ohio	Sandusky County Park District	Black Swamp Conservancy (land restoration); ODNR H2Ohio program (grant funding)		This property sits on both sides of the Route 20 bypass (between exits 6 and 53) and encompasses nearly a mile of Sandusky River frontage plus 16 acres of forest and wetlands. Previously farmland prone to flooding. Black Swamp Conservancy restored over 60 acres of former farmland into wetlands and established a pollinator meadow using ODNR H2Ohio grant funding. Received as a gift to SCPD in June 2022. Name references the Redhorse Sucker fish as an indicator of river health.	1616 North River Road, Fremont, OH 43420	16	Sandusky	Fremont		41.363091	-83.092911	86HR9W74+6R	Marsh;Pollinator Garden;Prairie;Stream Segment	Program use only. Acquired June 2022. Located on Sandusky State Scenic River. Split by Route 20 bypass between exits 6 and 53.	https://www.lovemyparks.com/parks/redhorse-bend			2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
Ringneck Ridge	Conservation Area		State Wildlife Area	Active	State of Ohio	Sandusky County Park District	ODNR Division of Wildlife (pheasant releases)		Previously a private hunt club, this area is still managed as a wildlife area to provide public hunting opportunities. The diverse habitats include open fields, woodlands, wet meadows, and limestone barrens.	1818 Township Road 74 (south entrance/archery); 2026 Township Road 74, Gibsonburg, OH 43431 (north entrance)		Sandusky	Washington	Washington	41.3912939	-83.2800276	86HR9PR9+GX	Archery Range	"Managed by SCPD, NOT ODNR directly. ODNR releases pheasants here under special permit. Previously noted as ""Ringneck Ridge Wildlife Area"" in baseline with state wildlife area designation — this is SCPD-managed; no separate ODNR state wildlife area record confirmed. Baseline acreage 360 ac (not listed on SCPD website). Public hunting and archery access. Two entrances on TR 74."	https://www.lovemyparks.com/parks/ringneck-ridge			2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
Shelley Wetland	Conservation Area			Active	State of Ohio	Sandusky County Park District			Bowl-shaped wetland was created when gravel was removed for railway construction in the late 1800s (New York, Chicago and St. Louis Railway / Nickel Plate Railroad). Donated by Mr. & Mrs. James Shelley in honor of his parents, Paul & Kate Shelley.	Intersection of CR 292 & TR 177, Bellevue, OH 44811		Sandusky	York	York	41.2724467	-82.8980809	86HV74C2+XQ		Closed to the public; scheduled program use only. 17 ac. Address uses Bellevue OH 44811 zip but Bellevue straddles Huron-Sandusky county line.	https://www.lovemyparks.com/parks/shelley-wetland			2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
Tea Kaufman Homestead	Conservation Area			Active	State of Ohio	Sandusky County Park District			This 14-acre property is directly adjacent to the North Coast Inland Trail and serves as an access point to the trail. The Tea Kaufman Homestead property has a mowed loop trail that takes visitors through a small prairie.	2091 County Road 292, Bellevue, OH 44811	14	Sandusky	Bellevue		41.280823	-82.859193	86HV74JR+88	Hiking Trail;Prairie	Serves as official NCIT access point (listed as Access Point 1 on SCPD NCIT page). Address uses Bellevue OH 44811 zip — confirm Sandusky County parcel. KNOWN_MC:OH-MC-T-0110 — this is an Access Point for the North Coast Inland Trail.	https://www.lovemyparks.com/parks/tea-kaufman-homestead			2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
The Woods at the Luscombe Farm	Natural Area	Upland Forest		Active	State of Ohio	Sandusky County Park District			A 1-mile loop trail meanders through this picturesque 55-acre woodlot which consists of maples, hickories, oaks, and spicebush.	2341 County Road 213, Clyde, OH 43410	55	Sandusky	Green Creek	Green Creek	41.324077	-82.955276	86HV82FV+JV	Hiking Trail	Loop trail present; no individual trail name stated on SCPD website.	https://www.lovemyparks.com/parks/the-woods-at-the-luscombe-farm			2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
White Star Park	Park			Active	State of Ohio	Sandusky County Park District	Federal Land and Water Conservation Fund (development funding)		White Star was a quarry operation for mining limestone. It was developed with Federal Land & Water Conservation Fund money and the sale of scrap metal from the site. 797-acre park with four distinct areas: White Star Quarry, White Star Campground, White Star Barn and Historical Cabins, and Doug Haubert Wetland.	925 South Main Street, Gibsonburg, OH 43431	797	Sandusky	Madison	Madison	41.374264	-83.320385	86HR9MFH+PR	Beach;Bird Viewing Area;Cabin Rentals;Camping;Fishing Area;Hiking Trail;Pavilion;Sledding Hill;Swimming Beach;Watercraft Access	797 ac total across 4 sub-areas. Child sites: White Star Quarry, White Star Campground, White Star Barn and Historical Cabins, Doug Haubert Wetland. Quarry has 0.8-mile loop trail. Campground address is 910 S Main St, Gibsonburg. Barn/Cabins address is 5013 CR 65. Doug Haubert Wetland address is 1330 CR 66.	https://www.lovemyparks.com/parks/white-star-park	https://www.lovemyparks.com/parks/white-star-park/white-star-quarry;https://www.lovemyparks.com/parks/white-star-park/white-star-barn-and-cabins;https://www.lovemyparks.com/parks/white-star-park/doug-haubert-wetland		2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
White Star Quarry	Park	Waterfront Park		Active	State of Ohio	Sandusky County Park District			Limestone quarry area of White Star Park. Features beach swimming, scuba diving, fishing, and boating. Seasonal (Memorial Day through Labor Day).	925 South Main Street, Gibsonburg, OH 43431		Sandusky	Madison	Madison	41.374264	-83.320385	86HR9MFH+PR	Beach;Fishing Area;Pavilion;Watercraft Access	Child site of White Star Park. 0.8-mile quarry loop trail present.	https://www.lovemyparks.com/parks/white-star-park/white-star-quarry		OH-SAN-S-023	2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
White Star Campground	Campground			Active	State of Ohio	Sandusky County Park District			48-site campground within White Star Park. Open April 15 through November 1.	910 South Main Street, Gibsonburg, OH 43431		Sandusky	Madison	Madison	41.372944	-83.322986	86HR9MFG+5R	Restrooms	Child site of White Star Park. Reservation-only; no walk-ins. Check-in 2 PM, check-out noon.	https://www.lovemyparks.com/parks/white-star-park		OH-SAN-S-023	2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
White Star Barn and Historical Cabins	Historic Site	Historic Structure		Active	State of Ohio	Sandusky County Park District			Sub-area of White Star Park featuring two reconstructed 1870s log cabins, an extensive trail system, and a sledding hill. Rentable barn and shed.	5013 County Road 65, Gibsonburg, OH 43431		Sandusky	Madison	Madison	41.3674803	-83.3173664	86HR9M8M+X3	Cabin Rentals;Hiking Trail;Sledding Hill	Child site of White Star Park. Trail system present; no individual trail names or lengths stated. Log cabins are reconstructed historic structures.	https://www.lovemyparks.com/parks/white-star-park/white-star-barn-and-cabins		OH-SAN-S-023	2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
Doug Haubert Wetland	Conservation Area			Active	State of Ohio	Sandusky County Park District			Constructed wetland habitat sub-area of White Star Park. Open for birding, horseback riding, and hunting.	1330 County Road 66, Gibsonburg, OH 43431		Sandusky	Madison	Madison	41.3755979	-83.3018001	86HR9MGX+67	Bird Viewing Area;Hunting Area;Marsh	Child site of White Star Park.	https://www.lovemyparks.com/parks/white-star-park/doug-haubert-wetland		OH-SAN-S-023	2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
Wolf Creek Park	Park		State Scenic River	Active	Ohio Department of Natural Resources (owned); State of Ohio	Sandusky County Park District	ODNR (land owner; SCPD manages under agreement)		Nestled along the banks of the Sandusky River, Wolf Creek Park is an excellent area for birding, hiking, and spring wildflowers.	North Entrance: 2409 South State Route 53, Fremont, OH 43420; South Entrance: 2701 State Route 53, Fremont, OH 43420		Sandusky	Ballville	Ballville	41.265697	-83.166372	86HR7R8M+7F	Camping;Hiking Trail;Pavilion;Watercraft Access	"ODNR-owned; SCPD-managed (per baseline: owned by ODNR, managed by SCPD). Located on Sandusky State Scenic River; Wolf Creek is a tributary of Sandusky River. Two entrances on SR 53. Birding databases list as ""Wolf Creek Park - Sandusky Scenic River Access."" Approx. 1.5 miles of trails at South Entrance; no named trails. Camping currently closed."	https://www.lovemyparks.com/parks/wolf-creek-park			2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
Conner Park	Park			Active	Ballville Township	Ballville Township			Community recreational park operated by Ballville Township Parks Board. Hosts community events including Halloween parties and Easter egg hunts.	2220 Tiffin Road, Fremont, OH 43420		Sandusky	Ballville	Ballville	41.3121019	-83.1302356	86HR8V69+RW	Basketball Court;Pavilion;Playground;Tennis Court;Volleyball Court	Ballville Township Park Board-managed community park. Shelter house available for rental.	https://www.ballville.org/conner-park/			2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
Chudzinski-Johannsen Park	Park			Active	Ballville Township	Ballville Township			74.5-acre natural area along the Sandusky River, opened 2018. Features 1,900 feet of river-edge property and gently rolling terrain with wooded trails. Wildlife including turkeys and ducks inhabit the grounds. Land came from the Gary and Ruth Chudzinski Trust through a combination of township purchase, grant funding, and family donation; honors Kathryn H. Chudzinski and Marie T. Johannsen. Master plan for the park to be developed by Ballville Township Park Board.	Adjacent to Tindall Bridge, Fremont OH 43420 — Sandusky River waterfront	74.5	Sandusky	Ballville	Ballville	41.3090819	-83.1537715	86HR8R5W+JF	Stream Segment	Ballville Township largest natural park; newest (2018). Sandusky River waterfront. Long-term master plan pending. Sometimes referred to as Conservancy Park in early coverage.	https://www.ballville.org/chudzinski-johannsen-park/	https://www.ballville.org/2020/06/27/chudzinski-johannsen-conservacy-park-walking-paths-open/		2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
Hydraulic Square	Park	Civic Park		Active	Ballville Township	Ballville Township				Fremont, OH 43420 (Ballville Township)		Sandusky	Fremont		41.343998	-83.12347	86HR8VVG+HJ		MINIMAL_DATA — listed as a township park on Ballville Township website alongside Conner Park and Chudzinski-Johannsen Park. No description, acreage, or address available from web sources. Physical character and features require field verification. May be a small historic public square or plaza.	https://www.ballville.org/hydraulic-square/			2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
Sandusky Township Park	Park			Active	Sandusky Township	Sandusky Township			"Approximately 11-acre township park in early development. Signed with ""Sandusky Township Park"" sign. Rolling terrain precludes traditional sports fields. A seven-member Parks Committee is in preliminary planning stages for amenity development. Park designated as public space with tree sponsorship program."	Along Oak Harbor Road and Thomas Drive, Fremont OH 43420 area (Sandusky Township)	11	Sandusky	Sandusky	Sandusky	41.3778773	-83.1349355	86HR9VH8+52		Township park in early development; Parks Committee appointed. Named on signage; identity-bearing per §4.8. Features not yet installed at time of discovery. PLANNED — amenities pending Parks Committee development plan.	https://www.sanduskytownship.com/park			2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
Oakwood Cemetery	Cemetery	Public Cemetery		Active	Ballville Township	Ballville Township			Active township cemetery, established 1858. Originally operated by the Oakwood Cemetery Association; transferred to Ballville Township ownership in 2021 when the association voted to dissolve and convey its funds and properties to the township. Approximately 26 acres. Includes a Veterans Section.	1225 Oakwood Street, Fremont, OH 43420	26	Sandusky	Ballville	Ballville	41.330336	-83.138489	86HR8VJ6+4J		Township-owned since 2021. Previously owned by Oakwood Cemetery Association (est. 1858; 26 ac purchased from James Vallette). Active burials.	https://www.ballville.org/cemetery-fee-schedule/			2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
Smith Cemetery	Cemetery	Public Cemetery		Active	Jackson Township	Jackson Township			Township-managed cemetery in Jackson Township. Site of annual Memorial Day service hosted by the American Legion. Located in the Burgoon area of Jackson Township.	Burgoon area, Jackson Township, Sandusky County OH		Sandusky	Jackson	Jackson	41.28893	-83.25443	86HR7PQW+H6		MINIMAL_DATA — confirmed township-managed per jackson-sandusky.com website navigation and Memorial Day service reference. No street address found in web sources. Address requires field verification.	http://www.jackson-sandusky.com/			2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
West Union Cemetery	Cemetery	Public Cemetery		Active	Madison Township	Madison Township			Public cemetery in Madison Township, Sandusky County, near Gibsonburg. Includes a Veterans Memorial. Located near the hamlet of Rollersville.	West Madison Street area, Gibsonburg OH 43431 (Madison Township, Sandusky County)		Sandusky	Madison	Madison	41.383916	-83.337358	86HR9MM7+H3		NEEDS_VERIFICATION — township ownership inferred from location in Madison Township; no official Madison Township website found in OTA roster to confirm directly. Veterans Memorial documented (hmdb.org/m.asp?m=187750). Address requires confirmation.				2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
Briar Hill Cemetery	Cemetery	Public Cemetery		Active	Rice Township	Rice Township				Rice Township, Sandusky County OH		Sandusky	Rice	Rice	41.41046	-83.09477	86HRCW64+53		Township-managed cemetery listed on Rice Township official website. MINIMAL_DATA — no street address confirmed from web sources; field verification required.	http://ricetownship.com/cemeteries/			2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
Greenwood Cemetery	Cemetery	Public Cemetery		Active	Rice Township	Rice Township				Rice Township, Sandusky County OH		Sandusky	Rice	Rice	41.4287128	-83.1058393	86HRCVHV+FM		Township-managed cemetery listed on Rice Township official website. MINIMAL_DATA — no street address confirmed from web sources; field verification required.	http://ricetownship.com/cemeteries/			2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
Hineline Cemetery	Cemetery	Public Cemetery		Active	Rice Township	Rice Township				Rice Township, Sandusky County OH		Sandusky	Rice	Rice	41.4335923	-83.1739964	86HRCRMG+CC		Township-managed cemetery listed on Rice Township official website. MINIMAL_DATA — no street address confirmed from web sources; field verification required.	http://ricetownship.com/cemeteries/			2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
LaPrairie Cemetery	Cemetery	Public Cemetery		Active	Rice Township	Rice Township				Rice Township, Sandusky County OH		Sandusky	Rice	Rice	41.413	-83.098	86HRCW72+6R		Township-managed cemetery listed on Rice Township official website. MINIMAL_DATA — no street address confirmed from web sources; field verification required.	http://ricetownship.com/cemeteries/			2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
Faith Lutheran Cemetery	Cemetery	Public Cemetery		Active	Rice Township	Rice Township				Rice Township, Sandusky County OH		Sandusky	Sandusky	Sandusky	41.403	-83.174	86HRCR3G+59		Listed on Rice Township official website. Name suggests possible Lutheran church origin; current management by Rice Township trustees. MINIMAL_DATA — address requires field verification. NEEDS_VERIFICATION — confirm township vs. private church ownership if church congregation still active.	http://ricetownship.com/cemeteries/			2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
Beeler Cemetery	Cemetery	Public Cemetery		Active	Riley Township	Riley Township				363-369 N Erlin Road, Fremont, OH 43420		Sandusky	Riley	Riley	41.3491876	-83.0169166	86HR8XXM+M6		Township-managed cemetery per Riley Township official website. Address confirmed from website.	https://www.rileytownship.org/cemeteries/locations			2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
Faust Cemetery	Cemetery	Public Cemetery		Active	Riley Township	Riley Township				1800-1828 US Route 6, Fremont, OH 43420		Sandusky	Fremont		41.3422	-83.134024	86HR8VR8+V9		Township-managed cemetery per Riley Township official website. Address confirmed from website.	https://www.rileytownship.org/cemeteries/locations			2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
Schoch Cemetery	Cemetery	Public Cemetery		Active	Riley Township	Riley Township				County Road 233, Fremont, OH 43420		Sandusky	Riley	Riley	41.35677	-83.0412	86HR9X45+PG		Township-managed cemetery per Riley Township official website. Address confirmed from website.	https://www.rileytownship.org/cemeteries/locations			2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
Green Creek Burial Ground	Cemetery	Public Cemetery		Active	Riley Township	Riley Township				County Road 265, Fremont, OH 43420 (Riley Township)		Sandusky	Riley	Riley	41.4048813	-83.0212801	86HRCX3H+XF		Also known as Gibbs Cemetery. Township-managed per Riley Township website. Located in Riley Township (not Green Creek Township despite the name).	https://www.rileytownship.org/cemeteries/locations			2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
Binkley Cemetery	Cemetery	Public Cemetery		Active	Sandusky Township	Sandusky Township			Also known as Lower Muskellunge. Historic burial site.	2529 Oak Harbor Road, Fremont, OH 43420		Sandusky	Fremont		41.362048	-83.136704	86HR9V67+R8		Township-managed cemetery per Sandusky Township official website. Address confirmed from website.	http://www.sanduskytownship.com/index.php?page=cemeteries			2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
Four Mile House Cemetery	Cemetery	Public Cemetery		Active	Sandusky Township	Sandusky Township			Historic cemetery honoring early settlers of the area.	880 County Road 128, Fremont, OH 43420		Sandusky	Sandusky	Sandusky	41.3654574	-83.175762	86HR9R8F+5M		Township-managed cemetery per Sandusky Township official website. Address confirmed from website.	http://www.sanduskytownship.com/index.php?page=cemeteries			2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
Slates Cemetery	Cemetery	Public Cemetery		Active	Sandusky Township	Sandusky Township			Also known as Upper Muskellunge. Historic burial site for community pioneers.	551 County Road 128, Fremont, OH 43420		Sandusky	Sandusky	Sandusky	41.3531925	-83.1736943	86HR9R3G+7G		Township-managed cemetery per Sandusky Township official website. Address confirmed from website.	http://www.sanduskytownship.com/index.php?page=cemeteries			2026-05-22T19:46:18Z	2026-05-22T19:46:18Z
