name	category	subtype	designation	status	ownership	governance	partner_agencies	coordination	description	location	acres	counties	municipality	township	gps_lat	gps_lon	plus_code	features	notes	url_primary	urls	parent_site_id	created_at	updated_at
New Bavaria Park	Park			Active	Village of New Bavaria	Village of New Bavaria				Thomas St, New Bavaria, OH 43548		Henry	Pleasant	Pleasant	41.20317	-84.168809	86HQ6R3J+7F			https://www.google.com/maps/place/New+Bavaria+Park/@41.2031701,-84.1688089,17z	https://www.google.com/maps/place/New+Bavaria+Park/@41.2031701,-84.1688089,17z		2026-04-26	2026-04-26
Oakwood Park	Park			Active	City of Napoleon	City of Napoleon Parks and Recreation				1400 Oakwood Ave, Napoleon, OH 43545	52.0	Henry	Harrison	Harrison	41.391007	-84.099919	86HQ9WR2+C2	Ball Diamond;Basketball Court;Fishing Area;Football Field;Hiking Trail;Restrooms;Volleyball Court		https://www.napoleonohio.com/departments/parks-and-recreation/parks	https://www.napoleonohio.com/departments/parks-and-recreation/parks		2026-04-26	2026-04-26
Oberhaus Park	Park			Active	City of Napoleon	City of Napoleon Parks and Recreation	Napoleon Lions Club; Napoleon Rotary Club			750 W. Maumee St, Napoleon, OH 43545		Henry	Napoleon	Napoleon	41.379899	-84.134252	86HQ9VH8+X7	Hiking Trail		https://www.napoleonohio.com/departments/parks-and-recreation/parks	https://www.napoleonohio.com/departments/parks-and-recreation/parks		2026-04-26	2026-04-26
Old School Park	Park			Active	Village of Holgate	Village of Holgate				S. Wilhelm St / Frazier St, Holgate, OH 43527		Henry	Pleasant	Pleasant	41.247915	-84.133775	86HQ6VX8+5F	Hiking Trail;Playground		https://www.holgateohio.com/	https://www.holgateohio.com/		2026-04-26	2026-04-26
Ritter Park	Park			Active	City of Napoleon	City of Napoleon Parks and Recreation			Passive park along the Maumee River featuring a historic 1930s stone shelter, walking path, and ODNR-funded boat launch with restrooms, parking, and retaining wall.	1111 W. Riverview Ave, Napoleon, OH 43545		Henry	Napoleon	Napoleon	41.37933	-84.145657	86HQ9VH3+PP	Hiking Trail;Parking Lot;Restrooms;Watercraft Access		https://www.napoleonohio.com/departments/parks-and-recreation/parks	https://www.napoleonohio.com/departments/parks-and-recreation/parks		2026-04-26	2026-04-26
Swearingen Park	Park			Active	City of Napoleon	City of Napoleon Parks and Recreation				S. Perry St & E. Barnes Ave, Napoleon, OH 43545		Henry	Napoleon	Napoleon	41.384757	-84.120347	86HQ9VMH+WV	Basketball Court;Picnic Area;Playground		https://www.napoleonohio.com/departments/parks-and-recreation/parks	https://www.napoleonohio.com/departments/parks-and-recreation/parks		2026-04-26	2026-04-26
Veterans Memorial Park	Park			Active	Village of Liberty Center	Village of Liberty Center	Liberty Center Historical Society			Liberty Center, OH 43532		Henry	Liberty	Liberty	41.448054	-84.018893	86HQCXXJ+6C	Restrooms		https://lcvillage.com/	https://lcvillage.com/;https://www.northwestsignal.net/news/article_8bcd45d5-429c-43cb-bc8f-339e8597f63a.html		2026-04-26	2026-04-26
Vorwerk Park	Park			Active	City of Napoleon	City of Napoleon Parks and Recreation				E. Riverview Ave, Napoleon, OH 43545	24.5	Henry	Liberty	Liberty	41.410194	-84.088819	86HQCW66+3F	Fishing Area;Hiking Trail;Parking Lot;Picnic Area;Restrooms		https://napoleon.recdesk.com/Community/Facility/Detail?facilityId=29	https://napoleon.recdesk.com/Community/Facility/Detail?facilityId=29;https://ohiotrailtowns.org/towns/napoleon/restrooms/vorwerk		2026-04-26	2026-04-26
Wayne Park	Park			Active	City of Napoleon	City of Napoleon Parks and Recreation					13.0	Henry	Napoleon	Napoleon	41.366357	-84.154157	86HQ9R8W+G8	Pavilion;Picnic Area;Volleyball Court		https://www.napoleonohio.com/departments/parks-and-recreation/shelter-houses/wayne-park	https://www.napoleonohio.com/departments/parks-and-recreation/shelter-houses/wayne-park		2026-04-26	2026-04-26
Dr. John Bloomfield Home & Carriage House Museum	Museum			Active	Henry County Historical Society	Henry County Historical Society (HCHS)			The beautiful Victorian Queen Anne style Dr. John Bloomfield Home & Carriage House Museum, built in 1894 and totally restored, serves as the main museum for the Henry County Historical Society. All HCHS facilities have been restored to their near-original appearance and house large collections of period furnishings, textiles, china, silver, and more dating from the early 1800s through the 1930s.	229 W Clinton St, Napoleon, Ohio (across from Napoleon Public Library)		Henry	Napoleon	Napoleon	41.39134	-84.127327	86HQ9VRF+G3			https://henrycountyhistory.org	https://henrycountyhistory.org		2026-04-26	2026-04-26
Florida Wildlife Area	Wildlife Area	State Wildlife Area	State Wildlife Area	Active	State of Ohio	Ohio Department of Natural Resources, Division of Wildlife				1 mile northeast of Florida, Henry County, Ohio	3.0	Henry	Flatrock	Flatrock	41.332353	-84.179489	86HQ8RJC+W6		Florida, Flatrock Township, Henry County, Ohio, United ). Verify before mapping. GPS: ODNR GIS polygon centroid — DOW_Services/Roads_ParkingAreas/FeatureServer layer 28 (official DOW parcel boundary, queried 2026-04-27) GPS: ODNR GIS polygon centroid — DOW_Services/Roads_ParkingAreas/FeatureServer layer 28 (official DOW parcel boundary, queried 2026-04-27)	https://ohiodnr.gov/go-and-do/plan-a-visit/find-a-property/florida-wildlife-area	https://ohiodnr.gov/go-and-do/plan-a-visit/find-a-property/florida-wildlife-area;https://ohiodnr.gov/static/documents/wildlife/wildlife-area-maps/Florida.pdf		2026-04-26	2026-04-26
Hamler Community Park	Park			Active	Hamler Summerfest non-profit organization (Hamler Community Park Inc.)	Hamler Summerfest / Hamler Community Park Inc.	Hamler Country Fest Committee		Hamler Community Park is a 13-acre privately owned community park on the edge of Hamler, purchased in 1974 for $21,000 by the Hamler Summerfest non-profit organization. The park hosts the annual Hamler Summerfest German Heritage festival (last weekend of July) and the Hamler Country Fest, and is open as a community park year-round. A 100'x250' steel structure (built 1988) houses basketball and tennis courts for public use.	SR 109, north edge of Hamler, OH (Marion Township)		Henry	Marion	Marion	41.229216	-84.034111	86HQ6XH8+M9	ADA Accessible;Basketball Court;Community Center;Playground;Tennis Court	GPS is LOW confidence (city/village centroid — No exact park match; using Hamler centroid. Hamler, Marion Township, Henry County, Ohio, United Stat). Verify before mapping.	https://hamlersf.com/	https://hamlersf.com/;https://hamlersf.com/50-year-history.html		2026-04-26	2026-04-26
Henry County Fairgrounds	Recreation Facility			Active	Henry County Agricultural Society	Henry County Agricultural Society	Henry County Historical Society (HCHS operates Historic Complex on grounds)		The Henry County Fairgrounds is the home of the annual Henry County Fair, governed by the Henry County Agricultural Society. The Ag Society meets monthly at the fair office on-site. A new 43,750-square-foot events center is under construction at the north end of the fairgrounds.	821 S Perry Street, Napoleon, OH 43545		Henry	Napoleon	Napoleon	41.381644	-84.120723	86HQ9VJH+MP	Community Center;Historic Structure		https://henrycountyohio.gov/270/Henry-County-Agricultural-Society	https://henrycountyohio.gov/270/Henry-County-Agricultural-Society;https://henrycountyfairgrounds.com/		2026-04-26	2026-04-26
Henry County Historical Society Fairgrounds Historic Complex	Historic Site	Historic Landscape		Active	Henry County Agricultural Society (Fairgrounds); managed by Henry County Historical Society (HCHS)	Henry County Historical Society (HCHS)	Henry County Agricultural Society		Historic Complex at the Henry County Fairgrounds  Contains several historic buildings and structures including the Nathaniel Hartman Log Home c. 1860-1866, the 1897 Emmanuel Lutheran One Room Schoolhouse & Museum, the Ag Building, Smokehouse, and the c. 1910 Historic Gazebo.	Henry County Fairgrounds, Napoleon, Ohio		Henry	Napoleon	Napoleon	41.381644	-84.120723	86HQ9VJH+MP	Gazebo;Historic Structure		https://henrycountyhistory.org	https://henrycountyhistory.org		2026-04-26	2026-04-26
Liberty Center Firemen's Park	Park			Active	Village of Liberty Center	Village of Liberty Center				Liberty Center, OH 43532		Henry	Liberty	Liberty	41.443385	-84.008835	86HQCXVR+9F		GPS is LOW confidence (city/village centroid — No exact park match; using Liberty Center centroid. Liberty Center, Liberty Township, Henry County, ). Verify before mapping.	https://facebook.com/pages/Liberty-Center-Firemens-Park/235301483291577	https://facebook.com/pages/Liberty-Center-Firemens-Park/235301483291577;https://lcvillage.com/		2026-04-26	2026-04-26
Mary Jane Thurston State Park	Park		State Park	Active	State of Ohio	Ohio Department of Natural Resources, Division of Parks and Watercraft			Situated along the historic Maumee State Scenic River, Mary Jane Thurston State Park's 105 acres offer a variety of day-use and overnight activities.	1466 SR 65, McClure, OH 43534	105.0	Henry	Damascus	Damascus	41.411925	-83.884997	86HRC468+Q2	Archery Range;Boat Ramp;Camping;Hiking Trail;Marina;Picnic Area;Watercraft Access		https://ohiodnr.gov/go-and-do/plan-a-visit/find-a-property/mary-jane-thurston-state-park	https://ohiodnr.gov/go-and-do/plan-a-visit/find-a-property/mary-jane-thurston-state-park		2026-04-26	2026-04-26
Henry County Wildlife Area 1	Wildlife Area	State Wildlife Area	State Wildlife Area	Active	State of Ohio	Ohio Department of Natural Resources, Division of Wildlife						Henry	Richfield	Richfield	41.323055	-83.890652	86HR84F5+6P			https://ohiodnr.gov/static/documents/wildlife/wildlife-area-maps/Henry_1.pdf	https://ohiodnr.gov/static/documents/wildlife/wildlife-area-maps/Henry_1.pdf		2026-04-26	2026-04-26
Henry County Wildlife Area 2	Wildlife Area	State Wildlife Area	State Wildlife Area	Active	State of Ohio	Ohio Department of Natural Resources, Division of Wildlife						Henry	Flatrock	Flatrock	41.322366	-84.161557	86HQ8RCQ+W9			https://ohiodnr.gov/static/documents/wildlife/wildlife-area-maps/Henry_2.pdf	https://ohiodnr.gov/static/documents/wildlife/wildlife-area-maps/Henry_2.pdf		2026-04-26	2026-04-26
Henry County Wildlife Area 3	Wildlife Area	State Wildlife Area	State Wildlife Area	Active	State of Ohio	Ohio Department of Natural Resources, Division of Wildlife						Henry	Monroe	Monroe	41.277479	-84.077872	86HQ7WGC+XV			https://ohiodnr.gov/static/documents/wildlife/wildlife-area-maps/Henry_3.pdf	https://ohiodnr.gov/static/documents/wildlife/wildlife-area-maps/Henry_3.pdf		2026-04-26	2026-04-26
North Turkeyfoot Wildlife Area	Wildlife Area	State Wildlife Area	State Wildlife Area	Active	State of Ohio	Ohio Department of Natural Resources, Division of Wildlife				2 miles southeast of Liberty Center, Henry County, Ohio	458.0	Henry	Washington	Washington	41.411469	-83.989405	86HRC266+H6	Hiking Trail		https://ohiodnr.gov/go-and-do/plan-a-visit/find-a-property/north-turkeyfoot-wildlife-area	https://ohiodnr.gov/go-and-do/plan-a-visit/find-a-property/north-turkeyfoot-wildlife-area;https://ohiodnr.gov/static/documents/wildlife/wildlife-area-maps/NorthTurkeyfoot.pdf		2026-04-26	2026-04-26
