name	category	subtype	designation	status	ownership	governance	partner_agencies	coordination	description	location	acres	counties	municipality	township	gps_lat	gps_lon	plus_code	features	notes	url_primary	urls	parent_site_id	created_at	updated_at
Missionary Island Wildlife Area	Wildlife Area	State Wildlife Area	State Wildlife Area	Active	State of Ohio	ODNR Division of Wildlife			"Missionary Island Wildlife Area is a 297-acre state wildlife area located in the Maumee River, 2 miles southwest of Waterville. The property spans Lucas and Wood counties. Acquisition began in 1974 and continued through 1989. The area consists of river islands accessible by watercraft or by wading the river."	"2 miles southwest of Waterville; in the Maumee River; Lucas and Wood counties, Ohio"	297	Lucas;Wood	Waterville	Waterville	41.473647	-83.746508	86HRF7F3+F9	Bridge	"Phone: (419) 424-5000. GIS_VERIFY_COUNTY: spans Lucas and Wood counties. County_primary set to Lucas based on ""2 miles southwest of Waterville"" (Waterville is in Lucas County). Van Tassel page also references Missionary Island acreage as 296 acres (vs. 297 on Missionary Island page — minor discrepancy). Discovered via mandatory ODNR Hunting Area Maps enumeration (§3.3). Not in baseline. GPS from NW_Ohio_Parks_View GIS centroid (outSR=4326) during T6 map verification pass 2026-04-28 — treat as authoritative GIS source."	https://ohiodnr.gov/go-and-do/plan-a-visit/find-a-property/missionary-island-wildlife-area	https://ohiodnr.gov/go-and-do/plan-a-visit/find-a-property/missionary-island-wildlife-area;https://ohiodnr.gov/static/documents/wildlife/wildlife-area-maps/Missionary_Island.pdf		2026-04-29T05:11:27Z	2026-04-29T05:11:27Z
Van Tassel Wildlife Area	Wildlife Area	State Wildlife Area	State Wildlife Area	Active	State of Ohio	ODNR Division of Wildlife			"Van Tassel Wildlife Area consists of 88 acres of river islands in the Maumee River, located in Wood and Lucas counties. The area is accessible only by watercraft or by wading the river; there are no bridges."	"In the Maumee River; bordered by State Route 24 and State Route 65; Wood and Lucas counties, Ohio"	88	Lucas;Wood			41.579	-83.734	86HRH7H8+JC	Bridge	"Phone: (419) 424-5000. GIS_VERIFY_COUNTY: spans Wood and Lucas counties. County_primary set to Lucas per ODNR hunting maps listing as ""Wood & Lucas"" but map title and county ordering suggests Wood may be primary — flag for GIS verification. Van Tassel and Missionary Island are referenced together in ODNR materials as companion island wildlife areas. Discovered via mandatory ODNR Hunting Area Maps enumeration (§3.3). Not in baseline."	https://ohiodnr.gov/go-and-do/plan-a-visit/find-a-property/van-tassel-wildlife-area	https://ohiodnr.gov/go-and-do/plan-a-visit/find-a-property/van-tassel-wildlife-area;https://ohiodnr.gov/static/documents/wildlife/wildlife-area-maps/vantassel.pdf		2026-04-29T05:11:27Z	2026-04-29T05:11:27Z
Bend View Metropark	Park			Active	Metroparks Toledo / Metropolitan Park District of the Toledo Area	Metroparks Toledo			"Bend View's name describes its greatest attribute — an unequaled view of a 90-degree bend in the Maumee River. The park entrance is on the Anthony Wayne Trail, but it is also accessible by hiking 2.2 miles from Farnsworth or about six miles from Providence on the Towpath Trail. Reaching the historic Bend View shelter is the reward for those who make the trek."	"10613 S River Rd, Waterville, OH 43566"		Lucas	Waterville	Waterville	41.453202	-83.784864	86HRF638+73	Watercraft Access;Camping	Accessible from Farnsworth (2.2 mi Towpath) and Providence (~6 mi Towpath). Bend View shelter is a historic WPA-era structure. New camping platforms: Liberty and Freedom. GPS from NW_Ohio_Parks_View GIS centroid (outSR=4326) during T6 map verification pass 2026-04-28 — treat as authoritative GIS source.	https://metroparkstoledo.com/explore-your-parks/bend-view-metropark/	https://metroparkstoledo.com/explore-your-parks/bend-view-metropark/		2026-04-29T05:11:27Z	2026-04-29T05:11:27Z
Blue Creek Metropark	Park			Active	Metroparks Toledo / Metropolitan Park District of the Toledo Area	Metroparks Toledo			"Blue Creek is a quiet country retreat where visitors can walk a looped trail through a wetland and around a quarry pond, fish, kayak, sled or have a family gathering. Located on the edge of the Oak Openings Region, Blue Creek was the site of limestone quarries in the mid- to late-1800s. In 1917, the city of Toledo bought the land to build a prison farm (Toledo House of Corrections / 'The Workhouse'). Blue Creek is home to the Metroparks native plant nursery where plants and trees are reared to support the park system's habitat restoration projects across Lucas County."	"7035 Providence St, Whitehouse, OH 43571"	678	Lucas	Waterville	Waterville	41.504399	-83.796125	86HRG633+QG	Sledding Hill;Prairie;Wetland	Two entrance areas: Schadel Road (Quarry Pond Trail) and Providence Road (Nona France quarry). Historic prison farm structures on site. On edge of Oak Openings Region. GPS from NW_Ohio_Parks_View GIS centroid (outSR=4326) during T6 map verification pass 2026-04-28 — treat as authoritative GIS source.	https://metroparkstoledo.com/explore-your-parks/blue-creek-metropark/	https://metroparkstoledo.com/explore-your-parks/blue-creek-metropark/		2026-04-29T05:11:27Z	2026-04-29T05:11:27Z
Brookwood (special use area)	Park			Active	Metroparks Toledo / Metropolitan Park District of the Toledo Area	Metroparks Toledo			"The Brookwood Area in South Toledo is unique in the Metroparks. Operated as part of Swan Creek Preserve, it is accessible only during programs and special events, and can be reserved for private functions. The newly renovated space in a former family home is scenic inside and out, with a deck overlooking the Swan Creek floodplain."	"5604 Swan Creek Drive, Toledo, OH 43614"		Lucas			41.598	-83.727	86HRH7XF+65	Observation Deck;Bridge	Satellite of Swan Creek Preserve Metropark. Reservation-only / program access — not open for general public walk-in use. NOT in baseline — new discovery.	https://metroparkstoledo.com/explore-your-parks/brookwood-special-use-area/	https://metroparkstoledo.com/explore-your-parks/brookwood-special-use-area/		2026-04-29T05:11:27Z	2026-04-29T05:11:27Z
Cannonball Prairie Metropark	Park			Active	Metroparks Toledo / Metropolitan Park District of the Toledo Area	Metroparks Toledo			"Once home to a 1,000-acre farm (formerly Springer Farm), almost 100 acres of this land is being restored to a rich habitat for birds, frogs and turtles. For people, a bicycle, kayak or tent is the best way to truly experience this Metropark beside the region's longest trail. The park has planted prairies, a pond for boating, three campsites secluded in the woods, walking paths and a connection to the Wabash Cannonball Trail, which runs through the park. Built in 1855, the northern leg of the Wabash Railroad ran from Toledo to Chicago until 1969; in the mid-1990s it became a rails-to-trails bicycle trail."	"9725 Monclova Road, Monclova, Ohio 43542"	100	Lucas			41.537	-83.76	86HRG6PQ+RX	Hiking Trail;Camping;Prairie Restoration;Prairie	"Baseline says 89 ac; source page says 'almost 100 acres' — acreage discrepancy, minor. Part of Oak Openings corridor. Wabash Cannonball Trail passes through."	https://metroparkstoledo.com/explore-your-parks/cannonball-prairie-metropark/	https://metroparkstoledo.com/explore-your-parks/cannonball-prairie-metropark/		2026-04-29T05:11:27Z	2026-04-29T05:11:27Z
Fallen Timbers Battlefield & Fort Miamis Metropark	Park			Active	Metroparks Toledo / Metropolitan Park District of the Toledo Area (Battlefield and Fort Miamis parcels); Ohio History Connection (Fallen Timbers Monument parcel)	Metroparks Toledo	National Park Service (NPS Affiliated Unit); Ohio History Connection (Monument parcel owner)	NPS Affiliated Unit of Fallen Timbers Battlefield and Fort Miamis National Historic Site	"The Fallen Timbers Battlefield and Fort Miamis National Historic Site is an Affiliated Unit of the National Park Service, owned and managed by Metroparks Toledo. The park includes three connected sites: Fallen Timbers Battlefield (1794 battle site), Fallen Timbers Monument/Memorial Park (owned by Ohio History Connection), and Fort Miamis (British fort on River Road). A pleasant 1.5-mile Northwest Territory Trail loops through a wooded area and over a ravine where the 1794 Battle of Fallen Timbers took place. The Wabash Cannonball Trail connects the Battlefield with Side Cut, Cannonball Prairie and Oak Openings Preserve Metroparks."	"US23/I-475 and US24 (Anthony Wayne Trail), Maumee, OH; parking lot and visitor center on Jerome Road"	204	Lucas			41.56	-83.709	86HRH76R+29	Watercraft Access;Observation Deck;Bridge;Visitor Center	"LUC-F-02 RESOLVED. NPS Affiliated Unit. Three sub-areas: Battlefield (Metroparks-owned), Fallen Timbers Monument/Memorial Park (OHC-owned, Metroparks-managed), Fort Miamis (Metroparks-managed). OHC-owned monument parcel is across Anthony Wayne Trail from battlefield; connected by bike/pedestrian bridge. Baseline has two entries: 'Fallen Timbers Battlefield Memorial Park' (OHC) and 'Fallen Timbers Battlefield Metropark & Fort Miamis State Memorial' (204 ac) — both refer to this complex."	https://metroparkstoledo.com/explore-your-parks/fallen-timbers-battlefield-fort-miamis-metropark/	https://metroparkstoledo.com/explore-your-parks/fallen-timbers-battlefield-fort-miamis-metropark/		2026-04-29T05:11:27Z	2026-04-29T05:11:27Z
Farnsworth Metropark	Park			Active	Metroparks Toledo / Metropolitan Park District of the Toledo Area	Metroparks Toledo			"Farnsworth is a narrow park along the Maumee River overlooking Missionary, Butler and Indian islands, which are owned by the Ohio Division of Wildlife. The ruins of the Interurban Bridge, which crosses the river at Farnsworth, is a favorite subject of painters and photographers. The iconic bridge is partially built atop Roche de Bout, a large, protruding rock in the river that served as an early landmark for native people, European explorers and armies. The Towpath Trail, which is part of the Buckeye Trail (marked with blue blazes), follows the remains of the Miami and Erie Canal along the old towpath where mules once towed flat-bottom boats along the waterway. The 8-mile trail connects Providence, Bend View and Farnsworth Metroparks."	"8505 S River Road (US 24), Waterville, OH 43566"		Lucas	Waterville	Waterville	41.480093	-83.74522	86HRF7J3+2W	Watercraft Access;Playground;Camping;Bridge	"Overlooks Missionary Island, Butler Island, and Indian Island (all ODNR DOW). Butler Island WA and Indian Island WA may be T2 entities not yet staged — flag for T2 remediation check. GPS from NW_Ohio_Parks_View GIS centroid (outSR=4326) during T6 map verification pass 2026-04-28 — treat as authoritative GIS source."	https://metroparkstoledo.com/explore-your-parks/farnsworth-metropark/	https://metroparkstoledo.com/explore-your-parks/farnsworth-metropark/		2026-04-29T05:11:27Z	2026-04-29T05:11:27Z
Glass City Metropark	Park			Active	Metroparks Toledo / Metropolitan Park District of the Toledo Area	Metroparks Toledo			"Glass City Metropark has quickly become a year-round destination for fun and community celebrations, set against the backdrop of the Maumee River and the downtown Toledo skyline. More than 500,000 visitors since Phase 2 opening in June 2023. This park is 25% of the larger Glass City Riverwalk project currently in development."	"815 Front Street (Glass City Enrichment Center), 1001 Front Street (Pavilion), 1505 Front Street (Market Hall / The Ribbon area), Toledo, OH 43605"	66	Lucas	Toledo		41.654254	-83.517843	86HRMF3J+PV	Boardwalk;Mountain Bike Trail;Watercraft Access;Marina;Prairie;Garden;Butterfly or Pollinator Garden;Public Art Installation	LUC-F-06: Glass City Riverwalk IS open (not 'coming soon'). Glass City Metropark is the most-developed phase of the larger Glass City Riverwalk project (300 ac total; 80+ ac now open). Multiple distinct address nodes along Front Street. The Ribbon at Glass City Metropark is a featured attraction within this site. GPS from NW_Ohio_Parks_View GIS centroid (outSR=4326) during T6 map verification pass 2026-04-28 — treat as authoritative GIS source.	https://metroparkstoledo.com/explore-your-parks/glass-city-metropark/	https://metroparkstoledo.com/explore-your-parks/glass-city-metropark/		2026-04-29T05:11:27Z	2026-04-29T05:11:27Z
Glass City Riverwalk	Park	Linear Park		Active	Metroparks Toledo / Metropolitan Park District of the Toledo Area	Metroparks Toledo			"Nestled along the Maumee River, the Glass City Riverwalk is rapidly becoming Toledo's top social and recreational destination, drawing over 600,000 visitors in 2023. With nearly 80 acres already restored and accessible, and an additional 220 acres of riverfront green space under development, the transformation of our city's riverfront has only just begun."	"Maumee River, downtown Toledo and East Toledo, Toledo, OH"	300	Lucas	Toledo		41.656511	-83.524183	86HRMF4G+J8	Hiking Trail	"LUC-F-06 RESOLVED — open and active. Glass City Riverwalk encompasses Glass City Metropark, Middlegrounds Metropark, and additional riverfront parcels. Total project = 300 ac. Staged as a Site here; also a Site Network candidate (multi-site riverside system). Resolution will determine whether this is a Site, Trail, or Site Network. GPS from NW_Ohio_Parks_View GIS centroid (outSR=4326) during T6 map verification pass 2026-04-28 — treat as authoritative GIS source."	https://metroparkstoledo.com/explore-your-parks/glass-city-riverwalk/	https://metroparkstoledo.com/explore-your-parks/glass-city-riverwalk/;https://www.GlassCityRiverwalk.com;https://GCRToledo.com		2026-04-29T05:11:27Z	2026-04-29T05:11:27Z
Howard Marsh Metropark	Park			Active	Metroparks Toledo / Metropolitan Park District of the Toledo Area	Metroparks Toledo			"In western Lake Erie, where just 10 percent of the original 300,000-acres of wetland remain, every acre counts. The largest new wetland restoration project on the Great Lakes, Howard Marsh takes 1,000 acres near the lakeshore — from a willing landowner out of agricultural production and re-creates a marsh wetland as buffer between land and lake. According to the scientific literature, one acre of restored Lake Erie coastal wetland can remove 13 pounds of phosphorus from the water per year."	"611 S Howard Rd, Curtice, OH 43412"	1000	Lucas;Ottawa			41.646496	-83.26133	86HRJPWQ+HF	Wildlife Observation Area;Wetland Restoration;Wetland	"GIS_VERIFY_COUNTY — address is Curtice, OH 43412 which is in Ottawa County, not Lucas County. Metroparks Toledo manages this site; it is part of the Lucas County district but address is Ottawa Co. Phase 1 and Phase 2 development documented."	https://metroparkstoledo.com/explore-your-parks/howard-marsh-metropark/	https://metroparkstoledo.com/explore-your-parks/howard-marsh-metropark/		2026-04-29T05:11:27Z	2026-04-29T05:11:27Z
Manhattan Marsh Preserve Metropark	Park			Active	Metroparks Toledo / Metropolitan Park District of the Toledo Area	Metroparks Toledo			"The first Metropark in North Toledo preserves nature in a neighborhood. A 1.3-mile trail with nearly 1,500 feet of concrete 'boardwalk' and scenic overlooks offers access into the marsh. One of the last remnants of a much larger marsh that surrounded Maumee Bay, the area was a popular haven for frogs and toads (earning Toledo the nickname 'Frogtown'). Positioned within one of North America's most significant migratory bird flyways, the marsh provides critical stopover habitat for more than 100 species of birds."	"510 Clifford Street, Toledo, Ohio 43611"	57	Lucas			41.685855	-83.497757	86HRMGP2+8V	Boardwalk;Picnic Area;Basketball Court;Observation Deck	Historic 'Frogtown' area. Adjacent to Manhattan Boulevard and Suder Avenue. Lost City of Manhattan historical context.	https://metroparkstoledo.com/explore-your-parks/manhattan-marsh-preserve-metropark/	https://metroparkstoledo.com/explore-your-parks/manhattan-marsh-preserve-metropark/		2026-04-29T05:11:27Z	2026-04-29T05:11:27Z
Middlegrounds Metropark	Park			Active	Metroparks Toledo / Metropolitan Park District of the Toledo Area	Metroparks Toledo			"Located in downtown Toledo, the park includes a half-mile of river frontage, with an entrance at the base of the Anthony Wayne Bridge. The 28-acre greenspace offers a 1.5-mile meandering walk/bike path and tranquil views of the Maumee River. Middlegrounds is a reclaimed riverfront property. The transformation of the land began with the removal of 8,000 tons of debris. Middlegrounds will eventually be part of the Glass City Riverwalk — 300 acres of greenspace stretching along the East Toledo and downtown sides of the river."	"111 Ottawa Street, Toledo, OH 43604"	28	Lucas	Toledo		41.638683	-83.535481	86HRJFQ7+FR	Multi-use Trail;Watercraft Access;Dog Park	Part of Glass City Riverwalk project. Entrance at base of Anthony Wayne Bridge. Reclaimed industrial site. GPS from NW_Ohio_Parks_View GIS centroid (outSR=4326) during T6 map verification pass 2026-04-28 — treat as authoritative GIS source.	https://metroparkstoledo.com/explore-your-parks/middlegrounds-metropark/	https://metroparkstoledo.com/explore-your-parks/middlegrounds-metropark/		2026-04-29T05:11:27Z	2026-04-29T05:11:27Z
