name	category	subtype	designation	status	ownership	governance	partner_agencies	coordination	description	location	acres	counties	municipality	township	gps_lat	gps_lon	plus_code	features	notes	url_primary	urls	parent_site_id	created_at	updated_at
Van Tassel Wildlife Area	Wildlife Area	State Wildlife Area	State Wildlife Area	Active	State of Ohio	Ohio Department of Natural Resources, Division of Wildlife			ODNR wildlife area providing Maumee River access only — no developed facilities.			Wood						Wildlife Observation Area	NEW DISCOVERY — not in AutoRecovered baseline. River access only per ODNR records. GPS needed — Van Tassel Wildlife Area location unconfirmed.	https://wildohio.gov			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Adam Phillips Pond	Fishing Area			Active	Wood County	Wood County Park District			Fishing pond created as borrow pit during I-75 construction. Stocked for public fishing. Open March through October. Co-located with Wood County Museum on historic County Home complex grounds.	13660 County Home Road, Bowling Green, OH 43402		Wood			41.368	-83.6247	86HR999G+54	Fishing Area; Pond; Parking Lot	NEW DISCOVERY. Stocked public fishing pond. Co-located with Wood County Museum at 13660 County Home Rd — two distinct entities. GPS from address geocode — verify precision.	https://wcparks.org			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Arrowwood Archery Range	Recreation Facility			Active	Wood County	Wood County Park District			WCPD archery range facility at 11126 Linwood Road, Bowling Green.	11126 Linwood Road, Bowling Green, OH 43402		Wood						Archery Range; Shooting Range	NEW DISCOVERY — not in AutoRecovered baseline. Found on current WCPD website. GPS needed — Arrowwood Archery Range location unconfirmed.	https://wcparks.org			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Baldwin Woods Preserve	Nature Preserve			Active	Wood County	Wood County Park District			Mature woodlot preserve at Range Line and Euler Roads. 126 acres with hunting by permit program.	Range Line and Euler Roads, Bowling Green, OH 43402	126.0	Wood						Hiking Trail; Hunting Area	NEW DISCOVERY — not in AutoRecovered baseline. GPS needed — Baldwin Woods Preserve location unconfirmed.	https://wcparks.org			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Beaver Creek Preserve	Nature Preserve			Active	Wood County	Wood County Park District			Natural preserve along Beaver Creek with hiking and nature study opportunities.			Wood							NEW DISCOVERY. Exact address not confirmed at time of discovery — GPS acquisition needed. GPS needed — Beaver Creek Preserve location unconfirmed.	https://wcparks.org			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Black Swamp Preserve	Nature Preserve			Active	Wood County (partial)	Wood County Park District	City of Bowling Green; Black Swamp Conservancy	Tri-party governance: WCPD manages park portion, City of BG has municipal interest, BSC holds conservation interest	Major public preserve with connection to Slippery Elm Trail. 116 bird species recorded. Tri-party managed property on E. Gypsy Lane Road.	E. Gypsy Lane Road, Bowling Green, OH 43402		Wood						Hiking Trail; Wildlife Observation Area	IDENTITY RESOLUTION: Three AutoRecovered records (WCPD, City BG, BSC) describe same physical property. WCPD record is primary. City of BG and BSC interests noted as partners/coordination. Tri-party governance confirmed. GPS needed — Black Swamp Preserve location unconfirmed.	https://wcparks.org			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Bradner Preserve & Community Center	Nature Preserve			Active	Wood County	Wood County Park District			WCPD's largest property at 233 acres featuring mature woodlot, sand dunes, grasslands, and remnant prairie. Includes interpretive center and community facilities at 11491 Fostoria Road, Bradner.	11491 Fostoria Road (State Route 23), Bradner, OH 43406	233.0	Wood			41.3338	-83.4418	86HR8HM5+G7	Hiking Trail; Pavilion; Interpretive Sign	NEW DISCOVERY — not in AutoRecovered baseline. WCPD's largest property. 233 acres. GPS from address geocode — verify precision.	https://wcparks.org			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Buttonwood/Betty C. Black Recreation Area	Park	Waterfront Park		Active	Wood County	Wood County Park District			Premier walleye fishing spot on the Maumee River at 27174 Hull Prairie Road, Perrysburg. Approximately 65% of Maumee River walleye are caught near this location. Boat launch and Maumee River Trail access. 27 acres.	27174 Hull Prairie Road, Perrysburg, OH 43551	27.0	Wood			41.545	-83.5795	86HRGCWC+26	Watercraft Access; Parking Lot	Baseline seed 'Buttonwood Access' confirmed as this entity — officially named Buttonwood/Betty C. Black Recreation Area. GPS from address geocode — verify precision.	https://wcparks.org			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Carter Historic Farm	Historic Site			Active	Wood County (partial)	Wood County Park District	City of Bowling Green	Joint facility — WCPD manages historic farm side, City of Bowling Green manages recreation side	Historic farm donated by Loomis family, originally purchased by Carter family in 1901. WCPD manages historic farm buildings and agricultural programs at 18331 Carter Road.	18331 Carter Road, Bowling Green, OH 43402		Wood			41.3707	-83.6248	86HR99CG+73	Pavilion; Historic Structure; Interpretive Sign	NEW DISCOVERY. Co-located with City of BG Carter Park at 18331 Carter Rd. Two distinct entities — do not merge. WCPD manages historic farm; City BG manages recreation (WOD-SI-040). GPS from address geocode — verify precision.	https://wcparks.org			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Cedar Creeks Preserve	Nature Preserve			Active	Wood County	Wood County Park District			Natural preserve along Cedar Creek corridor with hiking and picnicking.			Wood						Pavilion	NEW DISCOVERY. Exact address not confirmed at time of discovery. GPS needed — Cedar Creeks Preserve location unconfirmed.	https://wcparks.org			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Cricket Frog Cove	Conservation Area			Active	Wood County	Wood County Park District			160-acre wildlife habitat preserve with hunting by permit. Located 0.5 mile from Freyman Road access, Henry Township.	Freyman Road, Henry Township, Wood County, OH	160.0	Wood						Hiking Trail; Wildlife Observation Area; Parking Lot; Hunting Area	NEW DISCOVERY — not in AutoRecovered baseline. 160 acres. GPS needed — Cricket Frog Cove location unconfirmed.	https://wcparks.org			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Fuller Preserve	Conservation Area			Active	Wood County	Wood County Park District			Undeveloped natural area near Weston. Donated to Brown University then transferred to WCPD. Stand of trees over a century old. Intentionally undeveloped; hunting permitted.	Near Weston, Wood County, OH		Wood						Hunting Area	NEW DISCOVERY. Intentionally undeveloped per WCPD — no facilities. Near Weston. GPS needed — Fuller Preserve location unconfirmed.	https://wcparks.org			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
J.C. Reuthinger Memorial Preserve	Conservation Area			Active	Wood County	Wood County Park District			Home to WCPD native plant nursery, greenhouse, and Stewardship Department at 30730 Oregon Road, Perrysburg. Grows 12,000–15,000 native plants annually for use across WCPD properties. 69 acres.	30730 Oregon Road, Perrysburg, OH 43551	69.0	Wood			41.6105	-83.6697	86HRJ86J+64	Greenhouse; Pollinator Garden; Interpretive Sign	NEW DISCOVERY. Primary function is WCPD nursery and stewardship operations. Some public access for educational programs. GPS from address geocode — verify precision.	https://wcparks.org			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Nature Trails Park (WCPD)	Nature Preserve			Active	Wood County	Wood County Park District			Mix of woodlands, grasslands, and wetlands behind Wood County Justice Center Complex. No established trails — visitors roam at will. Features astronomical observation program with large telescope.	Gypsy Lane Road behind Wood County Justice Center Complex, Bowling Green, OH 43402		Wood						Observatory; Wildlife Observation Area; Hunting Area	HELD — VERIFICATION FLAG. In AutoRecovered baseline but NOT found on current WCPD website at time of discovery. May have been removed, renamed, or decommissioned. Status must be confirmed before production upsert. GPS needed — Nature Trails Park (WCPD) location unconfirmed.	https://wcparks.org			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Otsego Park	Park	Historic Park		Active	Wood County	Wood County Park District			Historic stone lodge overlooking Maumee River. Formerly Grand View Park private resort. Includes boat launch and Maumee River Trail access.			Wood						Watercraft Access; Historic Structure	Baseline seed confirmed. Historic park — formerly private Grand View Park resort. Stone lodge is a significant historic structure. GPS acquisition needed. GPS needed — Otsego Park location unconfirmed.	https://wcparks.org			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Rudolph Bike Park	Recreation Facility	Pump Track		Active	Wood County	Wood County Park District			Pump track and strider bike track facility on Rudolph Road. 1,783 ft continuous pump track and 159 ft strider bike track.	Rudolph Road, 0.5 mile N. of Mermill Road, Rudolph, OH		Wood			41.4441	-83.6968	86HRC8V3+J7	Pump Track	NEW DISCOVERY — not in AutoRecovered baseline. GPS from address geocode — verify precision.	https://wcparks.org			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Rudolph Savanna	Natural Area	Savanna		Active	Wood County	Wood County Park District			Natural savanna habitat near Rudolph featuring native wildflowers, tall prairie grasses, and sand dunes representative of the Black Swamp heritage landscape.	Near Rudolph, Wood County, OH		Wood						Hiking Trail; Restrooms; Interpretive Sign	NEW DISCOVERY — not in AutoRecovered baseline. GPS needed — Rudolph Savanna location unconfirmed.	https://wcparks.org			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Sawyer Quarry Nature Preserve	Nature Preserve			Active	Wood County	Wood County Park District			Former limestone quarry donated in 2014 at 26940 Lime City Road, Perrysburg. Developed for rock climbing, rappelling, bouldering, and hiking. Houses WCPD Program Naturalist offices.	26940 Lime City Road, Perrysburg, OH 43551		Wood			41.6382	-83.6453	86HRJ9Q3+7V	Hiking Trail; Climbing Structure; Ropes Course; Parking Lot; Kiosk	NEW DISCOVERY. Former quarry — unique rock formation habitat. Climbing activities require registration. GPS from address geocode. GPS from address geocode — verify precision.	https://wcparks.org			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
W.W. Knight Nature Preserve	Nature Preserve			Active	Wood County	Wood County Park District			Nature center property at 29530 White Road, Perrysburg donated by Knight family. Features LOONA boardwalk, 1.5-acre fishing pond, wetlands, remnant swamp woods, and native prairie. 44 acres with 6 miles of trails.	29530 White Road, Perrysburg, OH 43551	44.0	Wood			41.6218	-83.657	86HRJ8CV+P6	Hiking Trail; Boardwalk; Fishing Area; Pond; Wildlife Observation Area; Parking Lot; Pollinator Garden; Nature Center; Interpretive Sign	NEW DISCOVERY — not in AutoRecovered baseline. 44 acres. Nature center 10,000 sq ft. GPS from address geocode — verify precision.	https://wcparks.org			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Wakeman Preserve	Nature Preserve			Active	Wood County	Wood County Park District			Undeveloped natural area managed by Wood County Park District.			Wood							HELD — VERIFICATION FLAG. In AutoRecovered baseline but NOT found on current WCPD website. May have been removed, renamed, or merged. Confirm status before production upsert. GPS needed — Wakeman Preserve location unconfirmed.	https://wcparks.org			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
White Star Park	Park	Neighborhood Park		Active	Wood County	Wood County Park District			WCPD park with recreational and natural habitat features.			Wood							HELD — VERIFICATION FLAG. In AutoRecovered baseline but NOT found on current WCPD website. May have been removed, renamed, or decommissioned. Confirm status before production upsert. GPS needed — White Star Park location unconfirmed.	https://wcparks.org			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
William Henry Harrison Park	Park	Waterfront Park		Active	Wood County	Wood County Park District			22-acre WCPD park in Pemberville along the Portage River. Serves as a Portage River Water Trail launch point. At 644 Bierley Avenue.	644 Bierley Avenue, Pemberville, OH 43450	22.0	Wood			41.4107	-83.4573	86HRCG6V+73	Watercraft Access; Restrooms	NEW DISCOVERY. Portage River Water Trail trailhead. Distinct from Pemberville's own Memorial Park. GPS from address geocode — verify precision.	https://wcparks.org			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Wood County Museum	Museum	History Museum		Active	Wood County	Wood County Park District			Wood County Museum on 51-acre historic County Home complex grounds managed by WCPD. The County Home complex historically housed the county infirmary.	13660 County Home Road, Bowling Green, OH 43402	51.0	Wood			41.368	-83.6247	86HR999G+54	Parking Lot; Historic Structure; Interpretive Sign	NEW DISCOVERY. IMP-068 name-pattern match: 'Museum' → category 'Museum'. Co-located with Adam Phillips Pond at 13660 County Home Rd — two distinct entities. GPS from address geocode — verify precision.	https://wcparks.org			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
City Park	Park	Sports Park		Active	City of Bowling Green	City of Bowling Green Parks & Recreation			Flagship city park at 520 Conneaut Avenue with pool complex, baseball, skatepark, and 0.5-mile walking loop.	520 Conneaut Avenue, Bowling Green, OH 43402		Wood			41.382	-83.6513	86HR98JX+RF	Swimming Pool; Ball Diamond; Skate Park; Parking Lot	NEW DISCOVERY. Bowling Green flagship city park. GPS from address geocode — verify precision.	https://bgohio.gov			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Bellard Park	Park	Neighborhood Park		Active	City of Bowling Green	City of Bowling Green Parks & Recreation			Small park at Kenwood Avenue and Sand Ridge Road featuring butterfly garden and walking trails.	Kenwood Avenue and Sand Ridge Road, Bowling Green, OH 43402		Wood						Hiking Trail; Pollinator Garden	NEW DISCOVERY. GPS needed — Bellard Park location unconfirmed.	https://bgohio.gov			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Carter Park	Recreation Facility	Sports Complex		Active	City of Bowling Green	City of Bowling Green Parks & Recreation	Wood County Park District	Joint facility — City of BG manages recreation side, WCPD manages historic farm side	City of Bowling Green recreation facility at 18331 Carter Road. Includes 8 ball diamonds, disc golf, volleyball, shelters, and playgrounds.	18331 Carter Road, Bowling Green, OH 43402		Wood			41.3707	-83.6248	86HR99CG+73	Ball Diamond; Volleyball Court; Disc Golf Course; Playground; Parking Lot	Co-located with WCPD Carter Historic Farm at 18331 Carter Rd. Two distinct entities — do not merge. City BG manages recreation (this record); WCPD manages historic farm (WOD-SI-023). GPS from address geocode — verify precision.	https://bgohio.gov			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Wintergarden/St. John's Nature Preserve	Nature Preserve			Active	City of Bowling Green	City of Bowling Green Parks & Recreation			Municipal nature preserve at 615 S. Wintergarden Road with 168 bird species recorded.	615 S. Wintergarden Road, Bowling Green, OH 43402		Wood			41.372	-83.668	86HR98CJ+RQ	Hiking Trail; Wildlife Observation Area	Baseline seed 'Saint Johns Woods' resolved to this entity. Confirm identity match. 168 bird species recorded. GPS from address geocode — verify precision.	https://bgohio.gov			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Simpson Garden Park	Park	Neighborhood Park		Active	City of Bowling Green	City of Bowling Green Parks & Recreation			Downtown garden park at 192 S. Main Street in central Bowling Green.	192 S. Main Street, Bowling Green, OH 43402		Wood			41.3739	-83.6513	86HR98FX+HF		NEW DISCOVERY. GPS from address geocode — verify precision.	https://bgohio.gov			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Conneaut Park Sledding Hill	Park	Neighborhood Park		Active	City of Bowling Green	City of Bowling Green Parks & Recreation			Former reservoir site at Conneaut Avenue and Haskins Road converted to sledding hill. Seasonal winter recreation.	Conneaut Avenue and Haskins Road, Bowling Green, OH 43402		Wood						Sledding Hill	NEW DISCOVERY. Former municipal reservoir site. Seasonal winter use. GPS needed — Conneaut Park Sledding Hill location unconfirmed.	https://bgohio.gov			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Dunbridge Road Soccer Fields	Recreation Facility	Athletic Field		Active	City of Bowling Green	City of Bowling Green Parks & Recreation			Municipal soccer field complex behind Municipal Court, Bowling Green.	Behind Municipal Court, Bowling Green, OH 43402		Wood						Soccer Pitch; Parking Lot	NEW DISCOVERY. GPS needed — Dunbridge Road Soccer Fields location unconfirmed.	https://bgohio.gov			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Raney Playground	Park	Playground Park		Active	City of Bowling Green	City of Bowling Green Parks & Recreation			Playground at Sand Ridge Road named for architect Jack Raney, added 2006. ADA accessible equipment.	Sand Ridge Road, Bowling Green, OH 43402		Wood						Playground	NEW DISCOVERY. Opened 2006. GPS needed — Raney Playground location unconfirmed.	https://bgohio.gov			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Ridge Park	Park	Neighborhood Park		Active	City of Bowling Green	City of Bowling Green Parks & Recreation			Newest Bowling Green park (2015) at 225 Ridge Street, developed on former elementary school site.	225 Ridge Street, Bowling Green, OH 43402		Wood							NEW DISCOVERY. Opened 2015 on former school grounds. GPS needed — Ridge Park location unconfirmed.	https://bgohio.gov			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Municipal Park	Park	Sports Park		Active	City of Perrysburg	City of Perrysburg			Flagship city park at 945 Elm Street, Perrysburg. 23.5 acres with pool, tennis, pickleball, baseball, softball, and summer recreation programs.	945 Elm Street, Perrysburg, OH 43551	23.5	Wood			41.5647	-83.6317	86HRH979+V8	Hiking Trail; Swimming Pool; Ball Diamond; Tennis Court; Pickleball Court; Parking Lot	NEW DISCOVERY. Perrysburg's main municipal park. GPS from address geocode — verify precision.	https://perrysburgoh.gov			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Bicentennial Park	Park	Neighborhood Park		Active	City of Perrysburg	City of Perrysburg			Neighborhood park in Perrysburg.	Perrysburg, OH 43551		Wood							NEW DISCOVERY. GPS needed — Bicentennial Park location unconfirmed.	https://perrysburgoh.gov			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Davis Overlook	Open Space			Active	City of Perrysburg	City of Perrysburg			Scenic overlook in Perrysburg with views of the Maumee River.	Perrysburg, OH 43551		Wood						Observation Deck	NEW DISCOVERY. GPS needed — Davis Overlook location unconfirmed.	https://perrysburgoh.gov			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Eisenhower Park	Park	Neighborhood Park		Active	City of Perrysburg	City of Perrysburg			Neighborhood park in Perrysburg.	Perrysburg, OH 43551		Wood							NEW DISCOVERY. GPS needed — Eisenhower Park location unconfirmed.	https://perrysburgoh.gov			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Hood Park	Memorial	War Memorial		Active	City of Perrysburg	City of Perrysburg			Park in Perrysburg containing war memorials and monuments.	Perrysburg, OH 43551		Wood						Monument	NEW DISCOVERY. War memorials located here per city records. GPS needed — Hood Park location unconfirmed.	https://perrysburgoh.gov			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Milestone Park	Park	Neighborhood Park		Active	City of Perrysburg	City of Perrysburg			Perrysburg's smallest park.	Perrysburg, OH 43551		Wood							NEW DISCOVERY. Described as Perrysburg's smallest park. GPS needed — Milestone Park location unconfirmed.	https://perrysburgoh.gov			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Orleans Park	Park	Neighborhood Park		Active	City of Perrysburg	City of Perrysburg			Neighborhood park in Perrysburg.	Perrysburg, OH 43551		Wood							Baseline seed confirmed. GPS needed — Orleans Park location unconfirmed.	https://perrysburgoh.gov			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Riverside Park	Park	Waterfront Park		Active	City of Perrysburg	City of Perrysburg			Riverfront park on the Maumee River with seasonal Christmas light displays and walking.	Perrysburg, OH 43551		Wood							NEW DISCOVERY. GPS needed — Riverside Park location unconfirmed.	https://perrysburgoh.gov			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Rotary Community Park	Park	Neighborhood Park		Active	City of Perrysburg	City of Perrysburg			Community park behind Fort Meigs YMCA in Perrysburg. 19.8 acres with trails and wooded areas.	Behind Fort Meigs YMCA, Perrysburg, OH 43551	19.8	Wood						Hiking Trail	NEW DISCOVERY. 19.8 acres. GPS needed — Rotary Community Park location unconfirmed.	https://perrysburgoh.gov			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Rivercrest Park	Park	Neighborhood Park		Active	City of Perrysburg	City of Perrysburg			Neighborhood park in Perrysburg.	Perrysburg, OH 43551		Wood							NEW DISCOVERY. GPS needed — Rivercrest Park location unconfirmed.	https://perrysburgoh.gov			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Three Meadows Park	Park	Neighborhood Park		Active	City of Perrysburg	City of Perrysburg			Perrysburg park with trails, wooded areas, and open fields.	Perrysburg, OH 43551		Wood						Hiking Trail	NEW DISCOVERY. GPS needed — Three Meadows Park location unconfirmed.	https://perrysburgoh.gov			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Woodland Park (Perrysburg)	Park	Neighborhood Park		Active	City of Perrysburg	City of Perrysburg			Wooded neighborhood park in Perrysburg.	Perrysburg, OH 43551		Wood							NEW DISCOVERY. GPS needed — Woodland Park (Perrysburg) location unconfirmed.	https://perrysburgoh.gov			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Veterans Memorial Park	Park	Waterfront Park		Active	City of Rossford	City of Rossford			Maumee River waterfront park in Rossford with boating, fishing, and sports facilities.	Rossford, OH 43460 (Maumee River waterfront)		Wood						Boat Ramp; Basketball Court; Tennis Court	Baseline seed 'Rossford City Park and Marina' resolved to this entity — Veterans Memorial Park on Maumee River. GPS needed — Veterans Memorial Park location unconfirmed.	https://rossfordohio.com			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Island View Park	Park	Waterfront Park		Active	City of Rossford	City of Rossford			Rossford park on Route 65/Dixie Highway featuring 1.1-mile exercise course with 16 stations on the Maumee River. 124 bird species recorded.	Route 65/Dixie Highway past Lime City Road, Rossford, OH 43460		Wood						Wildlife Observation Area; Fitness Station	NEW DISCOVERY. 124 bird species recorded. GPS needed — Island View Park location unconfirmed.	https://rossfordohio.com			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Ed Ford Memorial Park	Park	Neighborhood Park		Active	City of Rossford	City of Rossford			Park built in 1998 for Rossford city centennial at Dixie Highway and Elm Street. Named for city founder.	Dixie Highway and Elm Street, Rossford, OH 43460		Wood							NEW DISCOVERY. Built 1998 for city Centennial. Named for city founder. GPS needed — Ed Ford Memorial Park location unconfirmed.	https://rossfordohio.com			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
