VC Fishing Pond Trail						Ottawa	U.S. Fish & Wildlife Service / Ottawa National Wildlife Refuge		Active					Trail at Ottawa NWR. Very short (0.06 mi) — likely a spur to the visitor center fishing pond.	Trail at Ottawa NWR. Very short (0.06 mi) — likely a spur to the visitor center fishing pond.	https://www.fws.gov/refuge/ottawa/visit-us/trails		OH-OTT-T-089
West Harbor Landing Trail						Ottawa	U.S. Fish & Wildlife Service / Ottawa National Wildlife Refuge		Active	Easy				Trail at Ottawa NWR — West Harbor Landing unit (Catawba Island). Seasonal: April 1 through September 15. 1.61 mi loop.	Trail at Ottawa NWR — West Harbor Landing unit (Catawba Island). Seasonal: April 1 through September 15. 1.61 mi loop.	https://www.fws.gov/refuge/ottawa/visit-us/trails		OH-OTT-T-090
Woodies Roost Trail						Ottawa	U.S. Fish & Wildlife Service / Ottawa National Wildlife Refuge		Active	Easy				Trail at Ottawa NWR. Seasonal: April 1 through September 15. 0.40 mi from structured listing. Narrative on same page lists this as 1.9 mi — significant discrepancy; structured card shows 0.40 mi.	Trail at Ottawa NWR. Seasonal: April 1 through September 15. 0.40 mi from structured listing. Narrative on same page lists this as 1.9 mi — significant discrepancy; structured card shows 0.40 mi.	https://www.fws.gov/refuge/ottawa/visit-us/trails		OH-OTT-T-091
York Tract Trail						Ottawa	U.S. Fish & Wildlife Service / Ottawa National Wildlife Refuge		Active					Trail at Ottawa NWR. Length not captured on trails page — structured listing shows trail name but no length populated. GPS/length to be confirmed during GPS acquisition pass.	Trail at Ottawa NWR. Length not captured on trails page — structured listing shows trail name but no length populated. GPS/length to be confirmed during GPS acquisition pass.	https://www.fws.gov/refuge/ottawa/visit-us/trails		OH-OTT-T-092
Ottawa NWR Wildlife Drive						Ottawa	U.S. Fish & Wildlife Service / Ottawa National Wildlife Refuge		Active					7-mile auto tour route departing from the Visitor Center entrance road. Published by USFWS as a formal named route at Ottawa NWR. Assess at normalization whether use_type 'Auto Tour' is in controlled vocabulary; if not, flag for resolution. TRAIL_TYPE_REVIEW.	7-mile auto tour route departing from the Visitor Center entrance road. Published by USFWS as a formal named route at Ottawa NWR. Assess at normalization whether use_type 'Auto Tour' is in controlled vocabulary; if not, flag for resolution. TRAIL_TYPE_REVIEW.	https://www.fws.gov/refuge/ottawa/visit-us		OH-OTT-T-093
Middle Harbor Trail						Ottawa	Ohio Department of Natural Resources / Division of Parks and Watercraft		Active	Easy				Trail within East Harbor State Park. Follows bank of Middle Harbor. Connects to Middle Harbor Extension and two observation platforms.	Trail within East Harbor State Park. Follows bank of Middle Harbor. Connects to Middle Harbor Extension and two observation platforms.	https://ohiodnr.gov/go-and-do/plan-a-visit/find-a-property/east-harbor-state-park		OH-OTT-T-094
Middle Harbor Extension						Ottawa	Ohio Department of Natural Resources / Division of Parks and Watercraft		Active					Trail within East Harbor State Park. Extension of Middle Harbor Trail; leads to observation platforms overlooking Middle Harbor.	Trail within East Harbor State Park. Extension of Middle Harbor Trail; leads to observation platforms overlooking Middle Harbor.	https://ohiodnr.gov/go-and-do/plan-a-visit/find-a-property/east-harbor-state-park		OH-OTT-T-095
Meadow Trail						Ottawa	Ohio Department of Natural Resources / Division of Parks and Watercraft		Active					Trail within East Harbor State Park. Traverses through meadow habitat.	Trail within East Harbor State Park. Traverses through meadow habitat.	https://ohiodnr.gov/go-and-do/plan-a-visit/find-a-property/east-harbor-state-park		OH-OTT-T-096
Blackberry Trail						Ottawa	Ohio Department of Natural Resources / Division of Parks and Watercraft		Active					Trail within East Harbor State Park. Short trail through interior habitat.	Trail within East Harbor State Park. Short trail through interior habitat.	https://ohiodnr.gov/go-and-do/plan-a-visit/find-a-property/east-harbor-state-park		OH-OTT-T-097
Red Bird Trail						Ottawa	Ohio Department of Natural Resources / Division of Parks and Watercraft		Active					Trail within East Harbor State Park. Short trail through interior habitat.	Trail within East Harbor State Park. Short trail through interior habitat.	https://ohiodnr.gov/go-and-do/plan-a-visit/find-a-property/east-harbor-state-park		OH-OTT-T-098
Rock Garden Loop						Ottawa	Ohio Department of Natural Resources / Division of Parks and Watercraft		Active					Trail within East Harbor State Park. Loop trail through rock garden area.	Trail within East Harbor State Park. Loop trail through rock garden area.	https://ohiodnr.gov/go-and-do/plan-a-visit/find-a-property/east-harbor-state-park		OH-OTT-T-099
Wetlands Trail						Ottawa	Ohio Department of Natural Resources / Division of Parks and Watercraft		Active					Trail within East Harbor State Park. 2-mile trail through wetland habitats. Snowmobile use permitted in winter.	Trail within East Harbor State Park. 2-mile trail through wetland habitats. Snowmobile use permitted in winter.	https://ohiodnr.gov/go-and-do/plan-a-visit/find-a-property/east-harbor-state-park		OH-OTT-T-100
South Beach Trail						Ottawa	Ohio Department of Natural Resources / Division of Parks and Watercraft		Active					Trail within East Harbor State Park. 2.5-mile trail along south beach area. Snowmobile use permitted in winter.	Trail within East Harbor State Park. 2.5-mile trail along south beach area. Snowmobile use permitted in winter.	https://ohiodnr.gov/go-and-do/plan-a-visit/find-a-property/east-harbor-state-park		OH-OTT-T-101
Water's Edge Trail						Ottawa	Ohio Department of Natural Resources / Division of Parks and Watercraft		Active					Trail within East Harbor State Park. Follows water's edge on natural land strip between Lake Erie and East Harbor.	Trail within East Harbor State Park. Follows water's edge on natural land strip between Lake Erie and East Harbor.	https://ohiodnr.gov/go-and-do/plan-a-visit/find-a-property/east-harbor-state-park		OH-OTT-T-102
Channel Dunes Loop						Ottawa	Ohio Department of Natural Resources / Division of Parks and Watercraft		Active					Trail within East Harbor State Park. Loop through channel dunes area near Lake Erie and East Harbor channel. Snowmobile use permitted in winter.	Trail within East Harbor State Park. Loop through channel dunes area near Lake Erie and East Harbor channel. Snowmobile use permitted in winter.	https://ohiodnr.gov/go-and-do/plan-a-visit/find-a-property/east-harbor-state-park		OH-OTT-T-103
West Harbor Trail						Ottawa	Ohio Department of Natural Resources / Division of Parks and Watercraft		Active					Trail within East Harbor State Park. Follows West Harbor boat entrance channel; connects to swimming beach. Trailhead at northern terminus of Buck Road.	Trail within East Harbor State Park. Follows West Harbor boat entrance channel; connects to swimming beach. Trailhead at northern terminus of Buck Road.	https://ohiodnr.gov/go-and-do/plan-a-visit/find-a-property/east-harbor-state-park		OH-OTT-T-104
ADA Lonz Trail						Ottawa	Ohio Department of Natural Resources / Division of Parks and Watercraft		Active	Easy				1.3-mile ADA paved multiuse trail connecting marina, glacial grooves, and historic Lonz Winery grounds within Middle Bass Island State Park. North-south orientation.	1.3-mile ADA paved multiuse trail connecting marina, glacial grooves, and historic Lonz Winery grounds within Middle Bass Island State Park. North-south orientation.	https://dam.assets.ohio.gov/image/upload/odnr/coastal/ocmp/CH3_LakeErieIslands_04142026_web.pdf		OH-OTT-T-105
Campground Loop Trail						Ottawa	Ohio Department of Natural Resources / Division of Parks and Watercraft		Active					Loop trail through Middle Bass Island State Park campground area. Length TBD at GPS acquisition pass.	Loop trail through Middle Bass Island State Park campground area. Length TBD at GPS acquisition pass.	https://dam.assets.ohio.gov/image/upload/odnr/coastal/ocmp/CH3_LakeErieIslands_04142026_web.pdf		OH-OTT-T-106
Old Campground Trail						Ottawa	Ohio Department of Natural Resources / Division of Parks and Watercraft		Active					Trail through former campground area at Middle Bass Island State Park. Length TBD at GPS acquisition pass.	Trail through former campground area at Middle Bass Island State Park. Length TBD at GPS acquisition pass.	https://dam.assets.ohio.gov/image/upload/odnr/coastal/ocmp/CH3_LakeErieIslands_04142026_web.pdf		OH-OTT-T-107
Rocky Shore Trail						Ottawa	Ohio Department of Natural Resources / Division of Parks and Watercraft		Active					Trail along the rocky Lake Erie shoreline at Middle Bass Island State Park. Length TBD at GPS acquisition pass.	Trail along the rocky Lake Erie shoreline at Middle Bass Island State Park. Length TBD at GPS acquisition pass.	https://dam.assets.ohio.gov/image/upload/odnr/coastal/ocmp/CH3_LakeErieIslands_04142026_web.pdf		OH-OTT-T-108
Marblehead Lighthouse ADA Path						Ottawa	Ohio Department of Natural Resources / Division of Parks and Watercraft		Active	Easy				Handicapped-accessible paved path to the Marblehead Lighthouse within Marblehead Lighthouse State Park. Provides ADA access to the 1821 lighthouse and Keeper's House museum. Length TBD at GPS acquisition.	Handicapped-accessible paved path to the Marblehead Lighthouse within Marblehead Lighthouse State Park. Provides ADA access to the 1821 lighthouse and Keeper's House museum. Length TBD at GPS acquisition.	https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/coastal/public-access/pag-le-02-ottawa-county.pdf		OH-OTT-T-109
Lakeside Daisy Trail						Ottawa	Ohio Department of Natural Resources / Division of Natural Areas and Preserves		Active	Easy				Trail(s) through the Lakeside Daisy State Nature Preserve on the Marblehead Peninsula. Includes wheelchair-accessible options. ODNR staff lead guided tours to glacial grooves and alvar habitat during peak Lakeside Daisy bloom (early to mid-May). Trail name(s) and count TBD — using 'Lakeside Daisy Trail' as placeholder pending site visit.	Trail(s) through the Lakeside Daisy State Nature Preserve on the Marblehead Peninsula. Includes wheelchair-accessible options. ODNR staff lead guided tours to glacial grooves and alvar habitat during peak Lakeside Daisy bloom (early to mid-May). Trail name(s) and count TBD — using 'Lakeside Daisy Trail' as placeholder pending site visit.	https://trekohio.com/2013/05/12/lakeside-daisy-state-nature-preserve/		OH-OTT-T-110
Magee Marsh Walking Trail — West Loop						Lucas;Ottawa	Ohio Department of Natural Resources / Division of Wildlife		Active	Easy				Loop trail within Magee Marsh Wildlife Area (KNOWN_MC:OH-MC-S-010). West loop section. Fully accessible. Trail loops through small wetland and woody vegetation near Sportsmen's Migratory Bird Center. Magee Marsh Boardwalk (Bird Trail, 0.7 mi) = KNOWN_MC:OH-MC-T-008 — already in DB; NOT staged here.	Loop trail within Magee Marsh Wildlife Area (KNOWN_MC:OH-MC-S-010). West loop section. Fully accessible. Trail loops through small wetland and woody vegetation near Sportsmen's Migratory Bird Center. Magee Marsh Boardwalk (Bird Trail, 0.7 mi) = KNOWN_MC:OH-MC-T-008 — already in DB; NOT staged here.	https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/wildlife/wildlife-area-maps/mageemarshwildlifearea_trailmap.pdf		OH-OTT-T-111
Magee Marsh Walking Trail — Bear Pond Loop						Lucas;Ottawa	Ohio Department of Natural Resources / Division of Wildlife		Active					Loop trail within Magee Marsh Wildlife Area (KNOWN_MC:OH-MC-S-010). Bear Pond section. Traverses wetland and woodlands near Bear Pond.	Loop trail within Magee Marsh Wildlife Area (KNOWN_MC:OH-MC-S-010). Bear Pond section. Traverses wetland and woodlands near Bear Pond.	https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/wildlife/wildlife-area-maps/mageemarshwildlifearea_trailmap.pdf		OH-OTT-T-112
Wildlife Beach Trail						Lucas;Ottawa	Ohio Department of Natural Resources / Division of Wildlife		Active					Trail within Magee Marsh Wildlife Area (KNOWN_MC:OH-MC-S-010) traversing scrub vegetation along the Lake Erie beach with views of open water.	Trail within Magee Marsh Wildlife Area (KNOWN_MC:OH-MC-S-010) traversing scrub vegetation along the Lake Erie beach with views of open water.	https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/wildlife/wildlife-area-maps/mageemarshwildlifearea_trailmap.pdf		OH-OTT-T-113
Crane Creek Estuary Trail						Lucas;Ottawa	Ohio Department of Natural Resources / Division of Wildlife		Active					Trail within Magee Marsh Wildlife Area (KNOWN_MC:OH-MC-S-010). Opened 2012. Begins near west end of Magee Marsh Bird Trail and loops through open woods and along the lake beach. NOTE: May partially overlap with 'Estuary Trail' (0.54 mi) staged at T1 within Ottawa NWR — adjacent properties. CROSS_SITE_FLAG: verify trail boundary at GPS acquisition pass.	Trail within Magee Marsh Wildlife Area (KNOWN_MC:OH-MC-S-010). Opened 2012. Begins near west end of Magee Marsh Bird Trail and loops through open woods and along the lake beach. NOTE: May partially overlap with 'Estuary Trail' (0.54 mi) staged at T1 within Ottawa NWR — adjacent properties. CROSS_SITE_FLAG: verify trail boundary at GPS acquisition pass.	https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/wildlife/wildlife-area-maps/mageemarshwildlifearea_trailmap.pdf		OH-OTT-T-114
Magee-Ottawa Partnership Trail — Magee Segment						Lucas;Ottawa	Ohio Department of Natural Resources / Division of Wildlife		Active	Easy				Magee Marsh segment of cross-property trail connecting Magee Marsh WA to Ottawa NWR (KNOWN_MC:OH-MC-S-010). CROSS_SITE_FLAG: verify whether T1 Partnership Trail (1.41 mi) and this record should be merged into one trail entity spanning both properties.	Magee Marsh segment of cross-property trail connecting Magee Marsh WA to Ottawa NWR (KNOWN_MC:OH-MC-S-010). CROSS_SITE_FLAG: verify whether T1 Partnership Trail (1.41 mi) and this record should be merged into one trail entity spanning both properties.	https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/wildlife/wildlife-area-maps/mageemarshwildlifearea_trailmap.pdf		OH-OTT-T-115
Goose Haven Trail						Lucas;Ottawa	Ohio Department of Natural Resources / Division of Wildlife		Active					Seasonal trail within Magee Marsh Wildlife Area (KNOWN_MC:OH-MC-S-010). Access dates: mid-April through August 31. Wildlife-sensitive seasonal closure.	Seasonal trail within Magee Marsh Wildlife Area (KNOWN_MC:OH-MC-S-010). Access dates: mid-April through August 31. Wildlife-sensitive seasonal closure.	https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/wildlife/wildlife-area-maps/mageemarshwildlifearea_trailmap.pdf		OH-OTT-T-116
Lakefront Levee Trail						Lucas;Ottawa	Ohio Department of Natural Resources / Division of Wildlife		Active					Seasonal short trail on the lake levee within Magee Marsh Wildlife Area (KNOWN_MC:OH-MC-S-010). Access dates: mid-April through May 31 (peak warbler migration season).	Seasonal short trail on the lake levee within Magee Marsh Wildlife Area (KNOWN_MC:OH-MC-S-010). Access dates: mid-April through May 31 (peak warbler migration season).	https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/wildlife/wildlife-area-maps/mageemarshwildlifearea_trailmap.pdf		OH-OTT-T-117
Jane Coates Wildflower Trail						Ottawa	Put-in-Bay Township Park District		Active	Difficult		2,550 ft (0.48 mi) looped trail through Ladd Carr Wildlife Woods on South Bass Island. Named for Jane Coates, island artist. Features spectacular wildflowers including Dutchman's breeches, Jack-in-the-Pulpit, wild hyacinths, and appendaged waterleaf. Bench at the far end.		Access: Foot only; no pets; no motorized vehicles or bicycles. Difficulty: Rugged; natural hazards. Source date: 2021. PIBTPD brochure (authoritative source).	Access: Foot only; no pets; no motorized vehicles or bicycles. Difficulty: Rugged; natural hazards. Source date: 2021. PIBTPD brochure (authoritative source).	https://www.putinbayparks.com/wp-content/uploads/2021/03/PIBTPD_Brochure.pdf		OH-OTT-T-118
Dodge Woods Nature Trail						Ottawa	Put-in-Bay Township Park District		Active	Difficult		852 ft (0.16 mi) looped mulched trail through Dodge Woods Preserve on South Bass Island. Features a StoryWalk® with 17 laminated page posts along the path. Bike rack and parking on Thompson Road (~120 ft from entrance). Bird watching; Eastern Fox Snake and melanistic Eastern Garter Snake habitat.		Access: Foot only; dawn to dusk; no motorized vehicles. Difficulty: Rugged; natural hazards. Source date: 2021. PIBTPD brochure (authoritative source).	Access: Foot only; dawn to dusk; no motorized vehicles. Difficulty: Rugged; natural hazards. Source date: 2021. PIBTPD brochure (authoritative source).	https://www.putinbayparks.com/wp-content/uploads/2021/03/PIBTPD_Brochure.pdf		OH-OTT-T-119
Massie Cliffside Preserve Trail						Ottawa	Put-in-Bay Township Park District		Active	Difficult		1,750 ft (0.33 mi) trail through woods to dolomite cliffs on South Bass Island. Lake Erie views. Columbine and harebell on cliffs. Fishing and kayak dock. Hazardous cliff areas. Monarch butterfly banding site.		Access: Foot; canoe and kayak access to site; cliff edge benches; no camping. Difficulty: Rugged; hazardous cliff areas. Source date: 2021. PIBTPD brochure (authoritative source).	Access: Foot; canoe and kayak access to site; cliff edge benches; no camping. Difficulty: Rugged; hazardous cliff areas. Source date: 2021. PIBTPD brochure (authoritative source).	https://www.putinbayparks.com/wp-content/uploads/2021/03/PIBTPD_Brochure.pdf		OH-OTT-T-120
Scheeff East Point Nature Preserve Trail						Ottawa	Put-in-Bay Township Park District		Active	Difficult		2,205 ft (0.42 mi) looped trail along Lake Erie shore at the east point of South Bass Island. Migratory bird stopover; nesting structures for purple martin, tree swallow, and chimney swift. Lake Erie Watersnake habitat; rocky shores; fishing; Atlantic Migratory Flyway.		Access: Foot; canoe and kayak access to site. Difficulty: Rugged; natural hazards. Source date: 2021. PIBTPD brochure (authoritative source).	Access: Foot; canoe and kayak access to site. Difficulty: Rugged; natural hazards. Source date: 2021. PIBTPD brochure (authoritative source).	https://www.putinbayparks.com/wp-content/uploads/2021/03/PIBTPD_Brochure.pdf		OH-OTT-T-121
Burgundy Bay Walking Trail						Ottawa	Put-in-Bay Township Park District		Active			Walking trail through the Burgundy Bay Tract of the Middle Bass Island Forested Wetlands Preserve. Prothonotary warbler nesting boxes along trail. Limestone plain wetland forest. Trail length TBD at GPS acquisition pass.		Access: Foot; bicycle rack at Fox Road entrance; small parking area. Length TBD — GPS acquisition needed. Source date: 2021. PIBTPD brochure (authoritative source).	Access: Foot; bicycle rack at Fox Road entrance; small parking area. Length TBD — GPS acquisition needed. Source date: 2021. PIBTPD brochure (authoritative source).	https://www.putinbayparks.com/wp-content/uploads/2021/03/PIBTPD_Brochure.pdf		OH-OTT-T-122
Middle Bass Island East Point Preserve Walking Path						Ottawa	Put-in-Bay Township Park District		Active	Difficult		Walking path circling through the Middle Bass Island East Point Preserve, accessible by canoe/kayak only. Overlooks Schoolhouse Bay. Length TBD at GPS acquisition pass.		Site accessible by canoe/kayak only (no vehicle access). Difficulty: Rugged; natural hazards. Length TBD — GPS acquisition needed. Source date: 2021. PIBTPD brochure (authoritative source).	Site accessible by canoe/kayak only (no vehicle access). Difficulty: Rugged; natural hazards. Length TBD — GPS acquisition needed. Source date: 2021. PIBTPD brochure (authoritative source).	https://www.putinbayparks.com/wp-content/uploads/2021/03/PIBTPD_Brochure.pdf		OH-OTT-T-123
Catawba Islander Trail						Ottawa	Park District of Ottawa County		Active			Planned multi-use trail from the north end to the south end of Catawba Island, approximately five miles, to be completed in phases. Master Plan completed July 18, 2023 by Kleinfelder. Phase 1 route distances mapped; public meeting held February 6, 2023. PLANNED — physical presence unconfirmed (§4.8). Identity-bearing: named, mapped, master plan adopted.		Alternate names: Catawba Islander Trail and Greenway. PLANNED entity per §4.8 — physical presence not yet confirmed. Update PLANNED flag when Phase 1 construction is confirmed (Q36). Source date: 2026-05-18.	Alternate names: Catawba Islander Trail and Greenway. PLANNED entity per §4.8 — physical presence not yet confirmed. Update PLANNED flag when Phase 1 construction is confirmed (Q36). Source date: 2026-05-18.	https://ottawacountyparksoh.org/projects/catawba-islander-trail/		OH-OTT-T-126
Cedar Meadow Preserve Trail						Ottawa	Catawba Island Township		Active					Trail at Cedar Meadow Preserve (4822 E. Cemetery Rd.), Catawba Island Township. PDOC grant confirmed trail construction. No length data found in sources.	Trail at Cedar Meadow Preserve (4822 E. Cemetery Rd.), Catawba Island Township. PDOC grant confirmed trail construction. No length data found in sources.	https://ottawacountyparksoh.org/grants/cedar-meadow-preserve-trail/		OH-OTT-T-127
Meadowbrook Marsh Trail						Ottawa	Danbury Township		Active					ADA paved loop trail at Meadowbrook Marsh (8577 E. Bayshore Rd., Danbury Township). PDOC grant recipient. ~1 mile per Danbury Township parks page.	ADA paved loop trail at Meadowbrook Marsh (8577 E. Bayshore Rd., Danbury Township). PDOC grant recipient. ~1 mile per Danbury Township parks page.	https://danburytownship.com/https-danburytownship-com-danburytownshipparks/		OH-OTT-T-128
Veterans Memorial Park Walking Trail						Ottawa	Village of Oak Harbor		Active					Loop trail encompassing Veterans Memorial Park, installed 2021; also connects Red Hawk Run/Gordon Estates subdivisions to village center. Parent site: Veterans Memorial Park (Oak Harbor).	Loop trail encompassing Veterans Memorial Park, installed 2021; also connects Red Hawk Run/Gordon Estates subdivisions to village center. Parent site: Veterans Memorial Park (Oak Harbor).	https://www.oakharbor.oh.us/departments/public_works/parks.php		OH-OTT-T-129
Great Egret Marsh Preserve Trail						Ottawa	The Nature Conservancy		Active	Easy				1.2-mile easy loop trail through coastal marsh, pollinator habitat, and upland at Great Egret Marsh Preserve. Trail map PDFs available from TNC. Open dawn to dusk.	1.2-mile easy loop trail through coastal marsh, pollinator habitat, and upland at Great Egret Marsh Preserve. Trail map PDFs available from TNC. Open dawn to dusk.	https://www.nature.org/en-us/get-involved/how-to-help/places-we-protect/great-egret-marsh-preserve/		OH-OTT-T-130
Metzger Marsh Trail						Lucas;Ottawa	U.S. Fish & Wildlife Service	Ohio Division of Wildlife	Active			A trail within the Ottawa National Wildlife Refuge at the Metzger Marsh Unit, a 740-acre coastal marsh along Lake Erie. The eastern 182 acres of the unit lie in Lucas County, co-owned and co-managed by the Ohio Division of Wildlife and USFWS.		Trail at Ottawa NWR — Metzger Marsh Unit. Metzger Marsh Unit spans Ottawa and Lucas counties. Condition B MC ID assigned: OH-MC-T-0109.		https://www.fws.gov/refuge/ottawa/visit-us/trails	https://www.fws.gov/refuge/ottawa/map?trail=metzger-marsh-trail	OH-MC-T-0109
North Coast Inland Trail	NCIT			Rail Trail		Erie;Huron;Ottawa;Sandusky	Park District of Ottawa County		Active			Approximately 100-mile rail trail from Lorain to Genoa traversing Erie, Huron, Sandusky, and Ottawa counties. The Ottawa County segment runs from the Sandusky County line northwest through Elmore to Veterans Park in Genoa (terminus). Also designated as US Bike Route 30. Trail converts from multi-use paved to on-road route at Martin-Williston Road then reconnects to multi-use paved to the Genoa terminus.		CROSS_COUNTY_CANDIDATE. Spans Erie; Huron; Ottawa; Sandusky counties. Park District of Ottawa County manages the Ottawa County segment. Condition B MC ID assigned: OH-MC-T-0110.		https://ottawacountyparksoh.org/parks-and-trails/north-coast-inland-trail/		OH-MC-T-0110
Lake Erie Islands Water Trail	LEIT					Ottawa	Put-in-Bay Township Park District		Active			ODNR's 12th designated state water trail. Four island-loop segments in Ottawa County: South Bass Island Trail, Middle Bass Island Trail, North Bass Island Trail, and Mainland Trail. Kelleys Island segment is in Erie County.		CROSS_COUNTY_CANDIDATE. ODNR-designated state water trail. Primary managing entity is Put-in-Bay Township Park District (T3 per management tier rule). Kelleys Island segment is Erie County — out of scope for Ottawa County run. Counties provisional (Ottawa only); Erie County not yet processed — Scenario A: provisional ID OH-OTT-T-124 retained until Erie County run.		https://ottawacountyparksoh.org/		OH-OTT-T-124
