Marblehead Lighthouse State Park	Park		State Park	Active	State	Ohio Department of Natural Resources / Division of Parks and Watercraft	U.S. Coast Guard (operates and maintains the light)		Marblehead Lighthouse State Park encompasses 13.5 acres at the eastern tip of the Marblehead Peninsula. The Marblehead Lighthouse (built 1821, Ohio Historic Site #3) is the oldest continuously-operating lighthouse on the Great Lakes and the centerpiece of the park. The park offers picnicking, fishing along the limestone bedrock shore, scenic views of Kelleys and South Bass islands and Cedar Point Amusement Park, an ADA handicapped-accessible paved path to the lighthouse, restrooms, and viewing binoculars. Guided tours of the lighthouse are offered for a fee between Memorial and Labor Days. On-site Keeper's House includes a museum. Lighthouse itself is not handicapped accessible.	110 Lighthouse Drive, east of East Main Street (State Route 163), Marblehead, Danbury Township, Ottawa County, Ohio	13.5	Ottawa	Danbury	Danbury Township	41.5363	-82.7125	86HVG7PP+GX	Fishing Area; Guided Tours; Picnic Table Cluster; Restrooms	Baseline listed 9 ac — INCORRECT per ODNR coastal PDF: 13.5 ac. Marblehead Lighthouse (Ohio Historic Site #3) is the primary feature within the park — not a separate NAP entity. U.S. Coast Guard maintains the automated beacon (since 1958). | Marblehead Lighthouse (Ohio Historic Site #3; built 1821); ADA path to lighthouse; Keeper's House museum; scenic overlook; fee)	https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/coastal/public-access/pag-le-02-ottawa-county.pdf			2026-05-20	2026-05-20
Catawba Island State Park	Park		State Park	Active	State	Ohio Department of Natural Resources / Division of Parks and Watercraft			Catawba Island State Park is a nearly 10-acre day-use state park on the west side of Catawba Island Township. Primary use is Lake Erie fishing and boating. Features a large fishing pier, three-lane public boat ramp, 120-vehicle/trailer parking lot, restrooms, picnic shelter, and playground. A 400-foot cobble beach stretches northwest from the pier. Historic marker on site denotes the westernmost boundary of the Connecticut Western Reserve. Day-use only — no camping. Serves as administrative headquarters for Kelleys Island, South Bass Island, Middle Bass Island, and Oak Point State Parks.	4049 East Moore's Dock Road, west of NW Catawba Road, Catawba Island Township, Ottawa County, Ohio	10.0	Ottawa	Catawba Island	Catawba Island Township	41.5745	-82.857	86HVH4FV+R6	Beach; Boat Ramp; Historic Marker; Island; Picnic Shelter; Playground; Restrooms	Baseline listed 677 ac — INCORRECT. Correct size: nearly 10 acres (day-use only). 677 ac was the size of the Catawba Island peninsula/township, not the park. Day-use fishing/boating park; no overnight facilities. | fishing pier; 120-vehicle/trailer parking	https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/coastal/public-access/pag-le-02-ottawa-county.pdf			2026-05-20	2026-05-20
Toussaint Creek Wildlife Area	Wildlife Area			Active	State	Ohio Department of Natural Resources / Division of Wildlife			Approximately three-quarters of the area consists of managed wetlands and shallow open water ranging from 1 to 3 feet deep, with deeper channels created by dikes. Popular for waterfowl hunting and wildlife viewing.	5 miles north of Oak Harbor, Ottawa County, Ohio	225.0	Ottawa	Carroll	Carroll Township	41.583	-83.134	86HRHVM8+59	Fishing Area; Wetland	225 ac confirmed from ODNR page. GPS acquisition needed. Address TBD — check ODNR wildlife area maps. | shallow open water; dike channels; waterfowl hunting	https://ohiodnr.gov/go-and-do/plan-a-visit/find-a-property/toussaint-creek-wildlife-area			2026-05-20	2026-05-20
Little Portage Wildlife Area	Wildlife Area			Active	State	Ohio Department of Natural Resources / Division of Wildlife			Primarily river marsh habitat, popular for waterfowl hunting. In 2024, ODNR completed a wetland restoration project replacing subsurface field tile drainage to redirect water from more than 400 acres of farmland to the wildlife area for filtration before flowing into the Little Portage River (H2Ohio project).	Southeast of Oak Harbor on the Little Portage River, Ottawa County, Ohio	407.0	Ottawa	Bay	Bay Township	41.4912	-83.0319	86HRFXR9+F6	Fishing Area; Marsh; Wetland Restoration	Baseline listed 357 ac — OVERRIDDEN by ODNR source data: 407 ac. Adjacent to Ottawa NWR complex. NOTE: FWS maintains a 'Little Portage Unit' page at fws.gov/refuge/ottawa/visit-us/locations/little-portage-unit — this is a separate FWS parcel (30 ac), distinct from this ODNR Wildlife Area. FWS unit was deferred at T1 as roadside-only; re-staged as T1 entity at T4. See T1 miss records. | waterfowl hunting; canoe/kayak access	https://www.outdoornews.com/2024/09/09/little-portage-wildlife-area-improved-through-h2ohio/	https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/wildlife/wildlife-area-maps/littleportage.pdf		2026-05-20	2026-05-20
Fox's Marsh Wildlife Area	Wildlife Area			Active	State	Ohio Department of Natural Resources / Division of Wildlife			George). Fronts one-half mile of publicly accessible Lake Erie shore including one-quarter mile of beach along Manila Bay. Fox's Marsh (a 60-acre coastal wetland) supports fox snake, Lake Erie water snake, waterfowl, migratory shorebird, and songbird populations. Accessible for fishing, hunting, wildlife viewing, and paddling. Swimming prohibited. No road access — accessible by boat/kayak only.	Southwestern quadrant of North Bass Island (Isle St. George), Put-in-Bay Township, Ottawa County, Ohio	132.0	Ottawa	Put-in-Bay	Put-in-Bay Township	41.712	-82.8311	86HVP569+QH	Fishing Area; Hunting Area; Lake; Watercraft Access; Wetland	Baseline listed 133.49 ac — OVERRIDDEN by ODNR coastal PDF: 132 ac. No road access — boat/paddle only. Adjacent to North Bass Island State Park. On Lake Erie Islands Water Trail (North Bass Island loop; T3). | 132 ac; no road access	https://dam.assets.ohio.gov/image/upload/odnr/coastal/ocmp/CH3_LakeErieIslands_04142026_web.pdf			2026-05-20	2026-05-20
Honey Point Wildlife Area	Wildlife Area			Active	State	Ohio Department of Natural Resources / Division of Wildlife			Honey Point Wildlife Area occupies the southeastern tip of North Bass Island. The Honey Point peninsula points southeastward toward Middle Bass Island's East Point. Adjacent to North Bass Island State Park; not accessible by road. Smith's Pond (small wetland) in the center provides nesting for waterfowl and habitat for shorebirds and songbirds. Accessible for fishing, hunting, wildlife viewing, and paddling. Swimming prohibited.	Southeastern tip of North Bass Island, Put-in-Bay Township, Ottawa County, Ohio		Ottawa	Put-in-Bay	Put-in-Bay Township	41.7074	-82.8083	86HVP54R+XM	Fishing Area; Hunting Area; Island; Pond; Watercraft Access	Baseline listed 7.87 ac — acreage not confirmed in ODNR coastal PDF. Not accessible by road. On Lake Erie Islands Water Trail (North Bass Island loop; T3). | no road access	https://dam.assets.ohio.gov/image/upload/odnr/coastal/ocmp/CH3_LakeErieIslands_04142026_web.pdf			2026-05-20	2026-05-20
Kuehnle Wildlife Area	Wildlife Area			Active	State	Ohio Department of Natural Resources / Division of Wildlife; Put-in-Bay Township Park District (co-managed)	Put-in-Bay Township Park District		Hauncks Pond occupies much of the wildlife area. Waterfowl hunting available within the marsh and along the Lake Erie shoreline. Adjacent to Petersen Woods (2 ac) to the north. On the Lake Erie Islands Water Trail (Middle Bass Island loop).	Deist Road, east of Fox Road, Put-in-Bay Township, Middle Bass Island, Ottawa County, Ohio	20.0	Ottawa	Put-in-Bay	Put-in-Bay Township	41.6905	-82.8068	86HVM5RV+57	Fishing Area; Lake; Pond; Watercraft Access	Baseline listed 19 ac — OVERRIDDEN by ODNR coastal PDF: 20 ac. Co-managed by ODNR Division of Wildlife and Put-in-Bay Township Park District. Adjacent to Petersen Woods. On Lake Erie Islands Water Trail (Middle Bass Island loop; T3). | waterfowl hunting	https://dam.assets.ohio.gov/image/upload/odnr/coastal/ocmp/CH3_LakeErieIslands_04142026_web.pdf			2026-05-20	2026-05-20
Petersen Woods	Nature Preserve	Private Nature Preserve		Active	State	Ohio Department of Natural Resources / Division of Wildlife; Put-in-Bay Township Park District (co-managed)	Put-in-Bay Township Park District		Offers fishing access, paddling access, and wildlife viewing. No amenities. Adjacent to Kuehnle WA with no trail connections. On the Lake Erie Islands Water Trail (Middle Bass Island loop).	Deist Road, east of Fox Road (adjacent to Kuehnle Wildlife Area), Put-in-Bay Township, Middle Bass Island, Ottawa County, Ohio	2.0	Ottawa	Put-in-Bay	Put-in-Bay Township	41.6905	-82.8068	86HVM5RV+57	Fishing Area; Watercraft Access	2 ac per ODNR coastal PDF. Not in baseline seeds. Co-managed ODNR / Put-in-Bay Township Park District. GPS approximated near Kuehnle WA — exact GPS TBD. On Lake Erie Islands Water Trail (Middle Bass Island loop; T3). | Undeveloped woodlot; no amenities	https://dam.assets.ohio.gov/image/upload/odnr/coastal/ocmp/CH3_LakeErieIslands_04142026_web.pdf			2026-05-20	2026-05-20
Green Island Wildlife Area	Wildlife Area			Active	State	Ohio Department of Natural Resources / Division of Wildlife			Green Island Wildlife Area is ODNR's only island Wildlife Area in Lake Erie, managed as a bird sanctuary/wildlife refuge. The island is state-owned and currently closed to the public (access requires state permission and is essentially not available for general recreation). Visible from Captain Alfred Parker Park on South Bass Island.	Green Island, Lake Erie, Put-in-Bay Township, Ottawa County, Ohio (island northwest of South Bass Island)	16.0	Ottawa	Put-in-Bay	Put-in-Bay Township	41.698	-82.838	86HVM5X6+6R	Island	Baseline listed 16 ac — using as estimate; GPS acquisition needed. NO PUBLIC ACCESS per current ODNR status — island is a wildlife refuge/bird sanctuary. NAP public-access threshold: entity qualifies as an ODNR-designated Wildlife Area even with restricted access. Flag for normalization decision: does 'no public access' preclude NAP entity? Recommend staging with access_type_flag: NO_PUBLIC_ACCESS. | bird sanctuary; NO PUBLIC ACCESS	https://en.wikipedia.org/wiki/Green_Island_(Ohio)			2026-05-20	2026-05-20
Mazurik Lake Erie Access Wildlife Area	Wildlife Area			Active	State	Ohio Department of Natural Resources			The 15.9-acre Mazurik Access Area (also known as Mazurik Lake Erie Access) is located on the north side of the Marblehead Peninsula on North Shore Boulevard just west of Lakeside. Provides boaters and anglers direct access to Lake Erie. Features a four-lane concrete boat ramp, 215-space vehicle/trailer parking lot (with 40 car-only spaces), and a handicapped-accessible fishing pier. Parking lot is lighted and accessible 24 hours.	8957 North Shore Road (North Shore Boulevard), Danbury Township, Ottawa County, Ohio 44440	15.9	Ottawa	Danbury	Danbury Township	41.5411	-82.7636	86HVG6RP+CH	Boat Ramp; Lake	Also referred to as 'Mazurik Access Area' in ODNR coastal PDF. 15.9 ac confirmed. Primarily a boat launch/fishing access facility. Listed as 'Wildlife Area' in baseline; ODNR coastal PDF calls it 'Mazurik Access Area.' | 215-space parking; ADA fishing pier; 24-hr lighted parking	https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/coastal/public-access/pag-le-02-ottawa-county.pdf			2026-05-20	2026-05-20
Dempsey Fishing Access	Fishing Area			Active	State	Ohio Department of Natural Resources			The 66.8-acre Dempsey Fishing Access is located on the south side of the Marblehead Peninsula on South Bay Shore Road in Danbury Township, providing boaters and anglers direct access to Sandusky Bay. Features a four-lane concrete boat ramp, vehicle/trailer parking lot with 45 car-only spaces, small fishing dock, and a handicapped-accessible fishing pier. Parking lot is lighted and accessible 24 hours.	Bay Shore Road, south of Hartshorn Road, Danbury Township, Ottawa County, Ohio	66.8	Ottawa	Danbury	Danbury Township	41.5077	-82.7608	86HVG65Q+3M	Boat Ramp	Not in baseline seeds — discovered via ODNR coastal PDF (OT13). State-operated Sandusky Bay fishing access. | 66.8 ac; fishing dock; ADA fishing pier; 24-hr lighted parking; Sandusky Bay access	https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/coastal/public-access/pag-le-02-ottawa-county.pdf			2026-05-20	2026-05-20
Sandusky Bay Bridge Access — North	Fishing Area		State Fishing Area	Active	State	State of Ohio (state-operated public fishing site)			The Sandusky Bay Bridge Access (North) is a state-operated public fishing site approximately 4.2 miles west of Dempsey Fishing Access in Danbury Township. The nearly one-mile long access extends south into Sandusky Bay along what was once the northern approach to the old Sandusky Bay Bridge (demolished 1985). A handicapped-accessible fishing deck was added in 2013. The southern causeway approach is in Erie County (out of scope). The access is approximately one mile long.	Bay Shore Road, west of Danbury Road, Danbury Township, Ottawa County, Ohio		Ottawa	Danbury	Danbury Township	41.4842	-82.8293	86HVF5MC+M7		Not in baseline seeds — discovered via ODNR coastal PDF (OT14). Former northern approach to old Sandusky Bay Bridge; bridge removed 1985. Southernmost shore access in Ottawa County mainland. Paired site: Sandusky Bay Bridge Access (South) is in Erie County — out of scope. | ~1-mile fishing causeway; ADA fishing deck; Sandusky Bay access; 24-hr access	https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/coastal/public-access/pag-le-02-ottawa-county.pdf			2026-05-20	2026-05-20
Camp Perry Recreation Area	Recreation Facility			Active	State	Ohio National Guard / Adjutant General of Ohio	NRA (Championships partner)		Named in honor of Commander Oliver Hazard Perry (Battle of Lake Erie, 1813). Features the largest outdoor rifle range in the world. Publicly accessible areas include: a swimming beach, fishing pier, restrooms (Camp Perry Beach), a museum, and self-guided tours with interpretive signage. Public entrance is on Niagara Road.	1000 Lawrence Road (at Scorpion Road), Erie Township, Ottawa County, Ohio	640.0	Ottawa	Erie	Erie Township	41.5465	-83.0135	86HRGXWP+JJ	Guided Tours; Museum Building; Restrooms; Swimming Beach	Ohio National Guard = state entity, T2. Main entrance on Niagara Road; beach access via Lawrence Road/Camp Perry Lodging. Beach is publicly accessible; other portions are military restricted. WWI Army officer training center; housed German and Italian POWs in WWII. | fishing pier; largest outdoor rifle range in the world; NRA championships; training facility	https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/coastal/public-access/pag-le-02-ottawa-county.pdf			2026-05-20	2026-05-20
Lakeside Daisy State Nature Preserve	Nature Preserve	State Nature Preserve	State Nature Preserve	Active	State	Ohio Department of Natural Resources / Division of Natural Areas and Preserves			Lakeside Daisy State Nature Preserve protects the only natural U.S. population of the Lakeside Daisy (Hymenoxys herbacea), a federally threatened plant species. Original preserve is 19 acres; an adjacent 118-acre expansion was purchased to create a total 137-acre preserve. Located on the Marblehead Peninsula. Visitors can explore walkable trails (including wheelchair-accessible options). ODNR staff lead guided tours during peak bloom (early to mid-May). The preserve also features some of the most extensive glacial grooves and best-preserved alvar habitat in northern Ohio. Permit may be required for some areas.	309 Alexander Pike, Marblehead, Danbury Township, Ottawa County, Ohio 43440	137.0	Ottawa	Danbury	Danbury Township	41.538	-82.724	86HVG7QG+69	Alvar; Guided Tours	Baseline listed '19.09 ac (or 117 ac)' — UPDATED: Original preserve 19 ac; total with 118-ac expansion = 137 ac. Address: 309 Alexander Pike. GPS acquisition needed. Permit-required for some access — confirm current access policy. Alvar habitat classification relevant to NAP entity. | 137 ac; glacial grooves; walking trails	https://www.thebeacon.net/popular-lakeside-daisy-preserve-in-marblehead-to-enjoy-a-major-expansion/	https://trekohio.com/2013/05/12/lakeside-daisy-state-nature-preserve/		2026-05-20	2026-05-20
Stone Laboratory Peach Point Campus	Cultural Facility	Interpretive Center		Active	State (university)	Ohio State University / ODNR Division of Wildlife	ODNR Division of Wildlife		Stone Laboratory is Ohio State University's Lake Erie campus and the oldest freshwater biological field station in the United States (established 1895). The main campus is on Gibraltar Island (within Put-in-Bay Harbor). The Peach Point campus on South Bass Island provides publicly accessible facilities including paved walkways, a public fishing dock, fishing equipment to borrow, bait, courtesy docks, small picnic area, and benches. The Put-in-Bay Aquatic Visitor Center (fully renovated 2024) is here and offers free hands-on exhibits on fish species, fisheries management, and invasive species. The Federal Fish Hatchery on Peach Point was transferred to OSU in 1940.	State Route 357 and West Shore Boulevard, Put-in-Bay Township, South Bass Island, Ottawa County, Ohio		Ottawa	Put-in-Bay	Put-in-Bay Township	41.6539	-82.8174	86HVM53M+H2	Picnic Area; Visitor Center	T2 entity per §4.7 (public university natural area). OSU is a public university. Co-managed with ODNR Division of Wildlife. Gibraltar Island main campus accessible by OSU-organized tours (summer) and guided kayak tours — may qualify as second Site or AP of Stone Lab. Aquatic Visitor Center renovated 2024. | Public fishing dock; fishing equipment; courtesy docks; renovated 2024); paved walkways; bait; water trail access	https://dam.assets.ohio.gov/image/upload/odnr/coastal/ocmp/CH3_LakeErieIslands_04142026_web.pdf	https://stonelab.osu.edu/		2026-05-20	2026-05-20
